"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-07-06 15:00:00",0,0,0,0,0,0,0,0
"2012-07-06 15:15:00",0.79,0,0.804,0.398,0.398,0,0.4,0.406
"2012-07-06 15:30:00",3.16,4.776,4.02,4.354,4.764,4.836,4.824,3.654
"2012-07-06 15:45:00",5.136,5.572,4.824,5.15,5.16,6.044,5.628,5.684
"2012-07-06 16:00:00",2.764,3.184,3.216,3.562,3.574,3.628,3.62,2.842
"2012-07-06 16:15:00",4.74,4.776,4.42,4.752,5.16,4.836,4.824,4.872
"2012-07-06 16:30:00",3.95,3.98,3.62,3.562,3.97,4.836,4.42,3.248
"2012-07-06 16:45:00",3.95,4.776,4.824,5.15,4.764,4.836,4.824,4.872
"2012-07-06 17:00:00",3.556,3.98,3.216,3.168,3.574,3.224,3.62,3.248
"2012-07-06 17:15:00",1.974,1.592,2.008,2.376,1.984,2.418,2.008,2.03
"2012-07-06 17:30:00",3.16,3.578,2.816,3.168,3.176,4.03,3.62,3.248
"2012-07-06 17:45:00",4.74,5.974,5.628,5.15,5.558,5.642,5.628,4.872
"2012-07-06 18:00:00",1.58,1.592,2.008,1.978,2.382,1.612,1.608,1.624
"2012-07-06 18:15:00",0.396,0,0.404,0,0,0,0.4,0
"2012-07-06 18:30:00",0,0,0,0,0,0,0,0
