"","pred","sd","CI95up","CI95low","CI50up","CI50low"
"2012-04-18 09:40:00",0,0,0,0,0,0
"2012-04-18 10:10:00",1.06876094990063,0.0593412088532927,1.18506758205215,0.952454317749108,1.10878598703642,1.02873591276484
"2012-04-18 10:40:00",1.33400313236844,0.058596048981506,1.44884927800854,1.21915698672835,1.37352556680846,1.29448069792843
"2012-04-18 11:10:00",1.6671967504392,0.0505406569718423,1.76625461785901,1.5681388830194,1.70128590553489,1.63310759534352
"2012-04-18 11:40:00",2.38305727743665,0.0404302394414263,2.46229909062817,2.30381546424512,2.41032705953786,2.35578749533543
"2012-04-18 12:10:00",3.95064272176869,0.0422798740222283,4.03350975212314,3.86777569141423,3.97916006343626,3.92212538010111
"2012-04-18 12:40:00",2.85393918449478,0.0707439990766153,2.99259487480728,2.71528349418228,2.90165528675984,2.80622308222972
"2012-04-18 13:10:00",2.15432223611829,0.0469047142560303,2.24625378676525,2.06239068547133,2.18595898511986,2.12268548711672
"2012-04-18 13:40:00",2.29185735965485,0.0468185300224424,2.38361999230794,2.20009472700175,2.32343597827423,2.26027874103546
"2012-04-18 14:10:00",2.57773867984765,0.0531313917978352,2.68187429421989,2.47360306547541,2.61357525902894,2.54190210066636
"2012-04-18 14:40:00",3.30013313769219,0.0647036219753007,3.42694990643307,3.1733163689513,3.34377506751509,3.25649120786929
"2012-04-18 15:10:00",3.00885968279186,0.0950180225909901,3.19509158495241,2.8226277806313,3.07294836511338,2.94477100047033
"2012-04-18 15:40:00",1.38302439365337,0.0518438103657652,1.48463639479159,1.28141239251515,1.41799251235619,1.34805627495055
"2012-04-18 16:10:00",0.164094153291455,0.04590094994645,0.254058362042672,0.0741299445402369,0.195053873554599,0.133134433028311
"2012-04-18 16:40:00",0,0,0,0,0,0
"2012-04-25 11:25:00",0,0,0,0,0,0
"2012-04-25 11:55:00",3.60962694060162,0.125005698433859,3.85463360739425,3.36462027380898,3.69394200291136,3.52531187829188
"2012-04-25 12:25:00",1.75255537622954,0.0526225409565044,1.85569366127927,1.64941709117981,1.78804874073398,1.7170620117251
"2012-04-25 12:55:00",2.78862825810185,0.111260100453973,3.00669404790794,2.57056246829575,2.86367205546384,2.71358446073986
"2012-04-25 13:25:00",5.10075483144683,0.0646069843146149,5.22738219385322,4.97412746904044,5.14433158015811,5.05717808273554
"2012-04-25 13:55:00",3.09063829700068,0.0921052068628995,3.27116118524058,2.91011540876079,3.1527623149694,3.02851427903197
"2012-04-25 14:25:00",3.74412989943513,0.0744500781641866,3.89004937128313,3.59821042758714,3.79434571405817,3.69391408481209
"2012-04-25 14:55:00",4.44699582605536,0.0941431274776501,4.63151296530351,4.2624786868072,4.51049440059043,4.38349725152028
"2012-04-25 15:25:00",3.58812867973072,0.0809726427522965,3.74683214325825,3.42942521620319,3.64274389731343,3.53351346214801
"2012-04-25 15:55:00",1.58769542076011,0.0383753242284799,1.66290967414297,1.51248116737724,1.61357918361267,1.56181165790755
"2012-04-25 16:25:00",0.762706268880871,0.0420639250467728,0.845150047020938,0.680262490740804,0.791077955177935,0.734334582583806
"2012-04-25 16:55:00",1.21762670353405,0.0554271050316092,1.32626183316332,1.10899157390477,1.25501171776091,1.18024168930718
"2012-04-25 17:25:00",0.89981798690015,0.0363499106114329,0.971062502539809,0.828573471260491,0.924335629028105,0.875300344772195
"2012-04-25 17:55:00",0.230858836024703,0.0419114753318791,0.313003818214125,0.148713853835282,0.259127696551652,0.202589975497755
"2012-04-25 18:25:00",0,0,0,0,0,0
"2012-05-09 16:50:00",0,0,0,0,0,0
"2012-05-09 17:20:00",0.900590934112682,0.0381511615619995,0.97536583674257,0.825816031482794,0.926323501544325,0.874858366681039
"2012-05-09 17:50:00",1.23033198307186,0.0595884045349132,1.34712310985649,1.11354085628722,1.27052375116119,1.19014021498252
"2012-05-09 18:20:00",2.25480703960101,0.0625388721976784,2.37738097674221,2.1322331024598,2.29698886788716,2.21262521131485
"2012-05-09 18:50:00",1.60967267218201,0.0433033278972201,1.69454563527129,1.52479970909273,1.63888032299806,1.58046502136595
"2012-05-09 19:20:00",2.16300556358231,0.042146063854599,2.24561033082745,2.08040079633717,2.19143265166334,2.13457847550127
"2012-05-09 19:50:00",2.99723121138412,0.034385269719532,3.0646251016331,2.92983732113514,3.02042372336767,2.97403869940057
"2012-05-09 20:20:00",1.91895009501215,0.0639015735801892,2.04419487778476,1.79370531223954,1.96205105141339,1.87584913861091
"2012-05-09 20:50:00",1.04520080135678,0.0598017713216577,1.16241011935893,0.927991483354628,1.0855364831568,1.00486511955675
"2012-05-09 21:20:00",1.05855661840844,0.0519637420297833,1.16040368128874,0.956709555528132,1.09360562978936,1.02350760702752
"2012-05-09 21:50:00",0.998027195885325,0.0366112518406707,1.06978393092197,0.926270460848685,1.02272110999371,0.973333281776945
"2012-05-09 22:20:00",1.44305428750748,0.048066109666851,1.53726213133146,1.3488464436835,1.47547438580957,1.41063418920538
"2012-05-09 22:50:00",1.19915408867969,0.0350273956658176,1.26780652265693,1.13050165470245,1.22277970803235,1.17552846932703
"2012-05-09 23:20:00",1.88959092174428,0.0375612519438246,1.96320962276841,1.81597222072015,1.91492560118492,1.86425624230364
"2012-05-09 23:50:00",2.42372936370076,0.0214667086158882,2.46580333945451,2.381655387947,2.43820843863262,2.4092502887689
"2012-05-10 00:20:00",2.4494225473504,0.0294939522011895,2.50722963142648,2.39161546327433,2.46931591580288,2.42952917889793
"2012-05-10 00:50:00",2.59834883676882,0.069665865409062,2.73489142392239,2.46180624961524,2.64533774892577,2.55135992461186
