"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-04-25 11:40:00",0,0,0,0,0,0,0,0
"2012-04-25 11:45:00",1.188,2.388,2.412,2.376,2.382,2.418,2.412,1.218
"2012-04-25 11:50:00",7.11,7.164,6.036,7.128,7.146,7.254,7.236,4.872
"2012-04-25 11:55:00",3.552,4.776,7.236,4.752,4.764,7.254,7.236,6.09
"2012-04-25 12:00:00",5.928,4.776,3.624,5.934,7.146,4.836,4.824,3.654
"2012-04-25 12:05:00",1.182,2.388,1.2,1.194,0,0,0,2.436
"2012-04-25 12:10:00",0,1.206,1.212,1.182,2.382,2.418,2.412,0
"2012-04-25 12:15:00",4.74,3.57,3.612,3.57,3.576,3.624,3.624,3.654
"2012-04-25 12:20:00",1.188,1.206,2.412,2.376,1.188,3.63,2.412,2.436
"2012-04-25 12:25:00",1.182,2.388,1.212,0,2.382,0,1.2,1.218
"2012-04-25 12:30:00",0,0,1.2,1.182,0,2.418,1.212,1.218
"2012-04-25 12:35:00",2.37,2.388,0,1.194,2.382,0,0,1.218
"2012-04-25 12:40:00",0,0,2.412,2.376,0,2.418,2.412,1.218
"2012-04-25 12:45:00",2.37,2.388,1.212,2.376,2.382,1.212,2.412,2.436
"2012-04-25 12:50:00",2.37,2.388,2.412,1.182,2.382,2.412,2.412,1.218
"2012-04-25 12:55:00",2.37,2.388,2.412,3.57,2.382,3.63,2.412,2.436
"2012-04-25 13:00:00",2.37,2.388,3.624,3.558,4.764,2.418,3.612,2.436
"2012-04-25 13:05:00",2.37,4.776,3.612,2.376,2.382,4.836,3.624,2.436
"2012-04-25 13:10:00",2.37,3.594,3.624,4.752,4.764,3.624,3.612,2.436
"2012-04-25 13:15:00",4.74,4.776,4.824,4.752,4.764,6.048,6.036,4.872
"2012-04-25 13:20:00",7.11,7.164,6.036,8.31,7.146,7.254,7.236,6.09
"2012-04-25 13:25:00",5.922,7.164,7.236,8.322,7.146,7.254,7.236,6.09
"2012-04-25 13:30:00",4.74,4.776,6.024,4.752,4.764,4.836,4.824,6.09
"2012-04-25 13:35:00",3.558,3.594,3.624,3.558,3.57,4.836,4.824,3.654
"2012-04-25 13:40:00",2.37,3.57,2.412,3.57,3.576,2.418,2.412,2.436
"2012-04-25 13:45:00",2.37,3.594,4.824,4.752,3.57,4.836,4.824,4.872
"2012-04-25 13:50:00",2.37,3.57,2.412,2.376,2.382,2.418,2.412,2.436
"2012-04-25 13:55:00",3.552,2.388,2.412,2.376,3.576,4.836,3.624,2.436
"2012-04-25 14:00:00",1.188,2.388,2.412,2.376,2.382,2.418,2.412,2.436
"2012-04-25 14:05:00",2.37,3.594,2.412,3.558,2.382,2.418,2.412,2.436
"2012-04-25 14:10:00",4.74,2.388,3.624,3.57,4.764,4.836,3.612,2.436
"2012-04-25 14:15:00",3.552,4.776,6.024,3.558,3.57,4.836,4.824,4.872
"2012-04-25 14:20:00",3.558,4.776,2.412,4.752,4.764,4.836,3.624,4.872
"2012-04-25 14:25:00",3.552,2.388,4.824,2.376,3.576,2.418,3.612,2.436
"2012-04-25 14:30:00",2.37,3.594,2.412,4.752,3.57,4.836,3.624,3.654
"2012-04-25 14:35:00",3.558,3.57,4.824,2.376,3.576,3.63,4.824,3.654
"2012-04-25 14:40:00",3.552,3.594,3.624,4.752,3.57,3.624,3.612,2.436
"2012-04-25 14:45:00",4.74,5.958,4.824,4.752,4.764,6.048,4.824,4.872
"2012-04-25 14:50:00",3.558,3.594,3.612,4.752,4.764,4.836,3.624,4.872
"2012-04-25 14:55:00",2.37,3.594,4.824,3.558,3.576,3.624,4.824,2.436
"2012-04-25 15:00:00",4.74,4.776,4.824,4.752,4.764,6.048,4.824,4.872
"2012-04-25 15:05:00",4.74,4.776,4.824,4.752,3.57,4.836,4.824,4.872
