"","np","dist","gamma","dir.hor","dir.ver","id","ts","range"
"43",462,282.493034515092,1.3621669108562,0,0,"var1","5 min","5.0-10.0 mm/h"
"44",308,313.598261814336,1.31755189669664,0,0,"var1","5 min","5.0-10.0 mm/h"
"45",462,372.731680381351,1.45397903550513,0,0,"var1","5 min","5.0-10.0 mm/h"
"46",48,21.095023109729,0.42785246757228,0,0,"var1","5 min","> 10.0 mm/h"
"47",48,48.2700735445887,1.00182016894167,0,0,"var1","5 min","> 10.0 mm/h"
"48",240,80.535027767622,0.91458196934593,0,0,"var1","5 min","> 10.0 mm/h"
"49",384,118.478362504791,0.902500889108738,0,0,"var1","5 min","> 10.0 mm/h"
"50",48,157.537297171178,0.821942009456848,0,0,"var1","5 min","> 10.0 mm/h"
"51",192,214.332932938359,1.14019160819833,0,0,"var1","5 min","> 10.0 mm/h"
"52",144,282.493034515091,1.5506390232643,0,0,"var1","5 min","> 10.0 mm/h"
"53",96,313.598261814337,1.43034144413055,0,0,"var1","5 min","> 10.0 mm/h"
"54",144,372.73168038135,1.91051631821165,0,0,"var1","5 min","> 10.0 mm/h"
"55",2424,21.0950231097298,1.00713863019592,0,0,"var1","15 min","< 5.0 mm/h"
"56",2424,48.2700735445866,0.950005688614728,0,0,"var1","15 min","< 5.0 mm/h"
"57",12120,80.5350277676241,1.05693701873926,0,0,"var1","15 min","< 5.0 mm/h"
"58",19392,118.478362504797,1.03886707888226,0,0,"var1","15 min","< 5.0 mm/h"
"59",2424,157.537297171186,1.01127024941279,0,0,"var1","15 min","< 5.0 mm/h"
"60",9696,214.332932938335,1.16222437052429,0,0,"var1","15 min","< 5.0 mm/h"
"61",7272,282.493034515083,1.32206027281558,0,0,"var1","15 min","< 5.0 mm/h"
"62",4848,313.598261814333,1.2529598804273,0,0,"var1","15 min","< 5.0 mm/h"
"63",7272,372.731680381393,1.23915451713782,0,0,"var1","15 min","< 5.0 mm/h"
"64",44,21.095023109729,0.489983740708328,0,0,"var1","15 min","5.0-10.0 mm/h"
"65",44,48.2700735445887,0.589136901091105,0,0,"var1","15 min","5.0-10.0 mm/h"
"66",220,80.535027767622,0.844163387677019,0,0,"var1","15 min","5.0-10.0 mm/h"
"67",352,118.478362504791,0.947973267363712,0,0,"var1","15 min","5.0-10.0 mm/h"
"68",44,157.537297171178,0.936102883491957,0,0,"var1","15 min","5.0-10.0 mm/h"
"69",176,214.332932938359,1.37288661340006,0,0,"var1","15 min","5.0-10.0 mm/h"
"70",132,282.493034515092,1.56309542814408,0,0,"var1","15 min","5.0-10.0 mm/h"
"71",88,313.598261814337,1.49849151541382,0,0,"var1","15 min","5.0-10.0 mm/h"
"72",132,372.73168038135,1.62397227603936,0,0,"var1","15 min","5.0-10.0 mm/h"
"73",15,21.095023109729,0.0963132389912764,0,0,"var1","15 min","> 10.0 mm/h"
"74",15,48.2700735445887,0.502127954882045,0,0,"var1","15 min","> 10.0 mm/h"
"75",75,80.5350277676219,0.974814226605855,0,0,"var1","15 min","> 10.0 mm/h"
"76",120,118.478362504791,0.92040921331567,0,0,"var1","15 min","> 10.0 mm/h"
"77",15,157.537297171178,0.68518121145728,0,0,"var1","15 min","> 10.0 mm/h"
"78",60,214.332932938359,1.1856797871091,0,0,"var1","15 min","> 10.0 mm/h"
"79",45,282.493034515092,1.66168737519548,0,0,"var1","15 min","> 10.0 mm/h"
"80",30,313.598261814337,1.57605054475167,0,0,"var1","15 min","> 10.0 mm/h"
"81",45,372.73168038135,1.74020121880553,0,0,"var1","15 min","> 10.0 mm/h"
"82",1548,21.0950231097295,0.976916684546257,0,0,"var1","30 min","< 5.0 mm/h"
"83",1548,48.2700735445885,0.875706672798451,0,0,"var1","30 min","< 5.0 mm/h"
"84",7740,80.5350277676238,1.07084895983347,0,0,"var1","30 min","< 5.0 mm/h"
"85",12384,118.478362504796,1.0049825681013,0,0,"var1","30 min","< 5.0 mm/h"
"86",1548,157.537297171184,0.965157372813178,0,0,"var1","30 min","< 5.0 mm/h"
"87",6192,214.332932938356,1.17575499910969,0,0,"var1","30 min","< 5.0 mm/h"
"88",4644,282.493034515093,1.38572070129703,0,0,"var1","30 min","< 5.0 mm/h"
"89",3096,313.598261814334,1.25608719045251,0,0,"var1","30 min","< 5.0 mm/h"
"90",4644,372.731680381376,1.28337179785859,0,0,"var1","30 min","< 5.0 mm/h"
"91",20,21.095023109729,0.20776939338011,0,0,"var1","30 min","5.0-10.0 mm/h"
"92",20,48.2700735445887,0.268551798121448,0,0,"var1","30 min","5.0-10.0 mm/h"
"93",100,80.5350277676219,0.749171750402822,0,0,"var1","30 min","5.0-10.0 mm/h"
"94",160,118.478362504791,0.816983456672548,0,0,"var1","30 min","5.0-10.0 mm/h"
"95",20,157.537297171178,0.760204170343601,0,0,"var1","30 min","5.0-10.0 mm/h"
"96",80,214.332932938359,1.50755705708518,0,0,"var1","30 min","5.0-10.0 mm/h"
"97",60,282.493034515092,1.5876964802845,0,0,"var1","30 min","5.0-10.0 mm/h"
"98",40,313.598261814337,1.53214099210075,0,0,"var1","30 min","5.0-10.0 mm/h"
"99",60,372.73168038135,2.10009969963314,0,0,"var1","30 min","5.0-10.0 mm/h"
"100",5,21.095023109729,0.0279781707882828,0,0,"var1","30 min","> 10.0 mm/h"
"101",5,48.2700735445887,0.716860442143662,0,0,"var1","30 min","> 10.0 mm/h"
"102",25,80.535027767622,1.16621709202381,0,0,"var1","30 min","> 10.0 mm/h"
"103",40,118.478362504791,0.714646287461208,0,0,"var1","30 min","> 10.0 mm/h"
"104",5,157.537297171178,0.852938545026078,0,0,"var1","30 min","> 10.0 mm/h"
"105",20,214.332932938359,1.30818776837128,0,0,"var1","30 min","> 10.0 mm/h"
"106",15,282.493034515092,1.46987948901712,0,0,"var1","30 min","> 10.0 mm/h"
"107",10,313.598261814337,1.43403198512492,0,0,"var1","30 min","> 10.0 mm/h"
"108",15,372.73168038135,1.76318721052528,0,0,"var1","30 min","> 10.0 mm/h"
