"","np","dist","gamma","dir.hor","dir.ver","id","ts","range"
"1",9279,21.0950231097254,1.11586472960933,0,0,"var1","2 min","< 5.0 mm/h"
"2",9279,48.2700735445842,1.02066394112447,0,0,"var1","2 min","< 5.0 mm/h"
"3",46395,80.5350277676246,1.03351720065471,0,0,"var1","2 min","< 5.0 mm/h"
"4",74232,118.47836250483,1.07863279061303,0,0,"var1","2 min","< 5.0 mm/h"
"5",9279,157.537297171157,1.07030526856862,0,0,"var1","2 min","< 5.0 mm/h"
"6",37116,214.33293293835,1.05993634519507,0,0,"var1","2 min","< 5.0 mm/h"
"7",27837,282.493034515141,1.11792348600444,0,0,"var1","2 min","< 5.0 mm/h"
"8",18558,313.598261814397,1.04923064101507,0,0,"var1","2 min","< 5.0 mm/h"
"9",27837,372.73168038117,1.06967235454832,0,0,"var1","2 min","< 5.0 mm/h"
"10",422,21.0950231097288,0.96927661510764,0,0,"var1","2 min","5.0-10.0 mm/h"
"11",422,48.2700735445884,0.97598106435671,0,0,"var1","2 min","5.0-10.0 mm/h"
"12",2110,80.5350277676214,1.07947639593655,0,0,"var1","2 min","5.0-10.0 mm/h"
"13",3376,118.478362504788,1.11738591454406,0,0,"var1","2 min","5.0-10.0 mm/h"
"14",422,157.537297171177,1.0090750245536,0,0,"var1","2 min","5.0-10.0 mm/h"
"15",1688,214.33293293836,1.15041763688265,0,0,"var1","2 min","5.0-10.0 mm/h"
"16",1266,282.493034515096,1.40603921560388,0,0,"var1","2 min","5.0-10.0 mm/h"
"17",844,313.59826181434,1.14197826795735,0,0,"var1","2 min","5.0-10.0 mm/h"
"18",1266,372.731680381349,1.12233627261908,0,0,"var1","2 min","5.0-10.0 mm/h"
"19",132,21.095023109729,0.617875061823796,0,0,"var1","2 min","> 10.0 mm/h"
"20",132,48.2700735445887,1.126310188704,0,0,"var1","2 min","> 10.0 mm/h"
"21",660,80.5350277676219,0.920082229129053,0,0,"var1","2 min","> 10.0 mm/h"
"22",1056,118.478362504792,0.979799786955666,0,0,"var1","2 min","> 10.0 mm/h"
"23",132,157.537297171178,1.05840138199831,0,0,"var1","2 min","> 10.0 mm/h"
"24",528,214.33293293836,1.19476849882881,0,0,"var1","2 min","> 10.0 mm/h"
"25",396,282.493034515092,1.39066801357871,0,0,"var1","2 min","> 10.0 mm/h"
"26",264,313.598261814337,1.34983574646045,0,0,"var1","2 min","> 10.0 mm/h"
"27",396,372.73168038135,1.66476204243573,0,0,"var1","2 min","> 10.0 mm/h"
"28",5086,21.0950231097273,1.06261784886511,0,0,"var1","5 min","< 5.0 mm/h"
"29",5086,48.2700735445849,1.04171803554174,0,0,"var1","5 min","< 5.0 mm/h"
"30",25430,80.5350277676244,1.06477148765061,0,0,"var1","5 min","< 5.0 mm/h"
"31",40688,118.478362504806,1.09363399722478,0,0,"var1","5 min","< 5.0 mm/h"
"32",5086,157.537297171189,1.10804089729984,0,0,"var1","5 min","< 5.0 mm/h"
"33",20344,214.332932938346,1.10086209035253,0,0,"var1","5 min","< 5.0 mm/h"
"34",15258,282.493034515077,1.19507821689524,0,0,"var1","5 min","< 5.0 mm/h"
"35",10172,313.598261814332,1.14965125802079,0,0,"var1","5 min","< 5.0 mm/h"
"36",15258,372.731680381327,1.14741873817898,0,0,"var1","5 min","< 5.0 mm/h"
"37",154,21.095023109729,0.839486071091521,0,0,"var1","5 min","5.0-10.0 mm/h"
"38",154,48.2700735445887,0.908270197005129,0,0,"var1","5 min","5.0-10.0 mm/h"
"39",770,80.5350277676219,0.953837282438145,0,0,"var1","5 min","5.0-10.0 mm/h"
"40",1232,118.478362504792,1.05286319363229,0,0,"var1","5 min","5.0-10.0 mm/h"
"41",154,157.537297171178,1.03449807536813,0,0,"var1","5 min","5.0-10.0 mm/h"
"42",616,214.33293293836,1.19380952517509,0,0,"var1","5 min","5.0-10.0 mm/h"
