"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-07-05 19:00:00",0,0,0,0,0,0,0,0
"2012-07-05 19:30:00",6.123,6.167,4.22,5.739,5.558,5.843,5.426,5.481
"2012-07-05 20:00:00",6.122,7.365,8.644,8.119,7.94,7.859,8.042,7.308
"2012-07-05 20:30:00",0,0,0,0,0,0,0,0
