"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-07-19 03:20:00",0,0,0,0,0,0,0,0
"2012-07-19 03:35:00",1.58,1.592,1.608,1.186,1.588,1.612,1.204,1.624
"2012-07-19 03:50:00",3.95,3.184,2.412,3.96,3.572,3.224,3.62,3.248
"2012-07-19 04:05:00",8.296,9.552,11.256,10.296,10.322,11.284,10.452,8.932
"2012-07-19 04:20:00",7.9,8.756,8.444,7.92,8.338,8.06,8.44,7.714
"2012-07-19 04:35:00",6.714,6.368,6.432,6.734,6.748,6.448,6.432,6.496
"2012-07-19 04:50:00",5.136,4.776,4.42,4.752,4.764,4.836,4.824,5.278
"2012-07-19 05:05:00",3.554,3.184,3.216,3.168,3.176,3.628,3.216,2.842
"2012-07-19 05:20:00",1.186,1.592,1.608,1.584,1.588,1.21,1.608,1.218
"2012-07-19 05:35:00",1.184,1.592,1.208,0.792,0.794,1.208,0.804,0.812
"2012-07-19 05:50:00",1.186,0.796,1.204,1.584,1.588,0.806,1.608,1.624
"2012-07-19 06:05:00",0.394,0.796,0.404,0.394,0.794,0.806,0.404,0
"2012-07-19 06:20:00",0.396,0,0.4,0.398,0,0,0.4,0.812
"2012-07-19 06:35:00",0,0,0,0,0,0,0,0
