"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-06-22 13:15:00",0,0,0,0,0,0,0,0
"2012-06-22 13:20:00",0,0,0,0,0,0,0,1.218
"2012-06-22 13:25:00",0,0,0,0,0,2.418,1.212,0
"2012-06-22 13:30:00",1.182,0,0,1.194,0,0,0,0
"2012-06-22 13:35:00",1.188,1.206,1.212,1.182,2.382,0,1.2,1.218
"2012-06-22 13:40:00",1.182,1.182,1.2,1.194,0,0,1.212,1.218
"2012-06-22 13:45:00",1.188,0,1.212,1.182,0,2.418,1.2,0
"2012-06-22 13:50:00",2.37,2.388,1.2,0,2.382,0,0,1.218
"2012-06-22 13:55:00",0,0,0,2.376,1.188,2.418,2.412,1.218
"2012-06-22 14:00:00",2.37,2.388,2.412,2.376,1.194,1.206,2.412,1.218
"2012-06-22 14:05:00",2.37,2.388,2.412,1.194,2.382,1.212,1.212,1.218
"2012-06-22 14:10:00",2.37,0,0,1.182,2.382,1.206,1.2,1.218
"2012-06-22 14:15:00",1.182,2.388,2.412,2.376,0,2.418,2.412,1.218
"2012-06-22 14:20:00",5.928,5.958,4.824,4.752,7.146,4.836,4.824,6.09
"2012-06-22 14:25:00",5.922,5.982,7.236,5.946,5.958,4.836,4.824,3.654
"2012-06-22 14:30:00",4.74,2.388,2.412,3.558,3.57,3.63,4.824,4.872
"2012-06-22 14:35:00",2.37,2.388,1.212,1.194,1.194,1.206,1.212,0
"2012-06-22 14:40:00",2.37,2.388,1.2,2.376,2.382,1.212,1.2,2.436
"2012-06-22 14:45:00",2.37,2.388,1.212,2.376,1.188,1.206,2.412,0
"2012-06-22 14:50:00",0,0,1.2,0,1.194,0,0,0
"2012-06-22 14:55:00",2.37,0,0,0,0,2.418,1.212,2.436
"2012-06-22 15:00:00",1.182,2.388,2.412,2.376,2.382,0,1.2,0
"2012-06-22 15:05:00",3.558,3.57,2.412,4.752,2.382,4.836,4.824,4.872
"2012-06-22 15:10:00",4.74,4.776,4.824,3.57,4.764,2.418,2.412,2.436
"2012-06-22 15:15:00",4.74,3.594,3.624,3.558,4.764,4.836,3.624,3.654
"2012-06-22 15:20:00",3.552,2.388,3.612,2.376,2.382,2.418,2.412,2.436
"2012-06-22 15:25:00",2.37,3.57,2.412,3.57,2.382,2.418,2.412,2.436
"2012-06-22 15:30:00",4.74,3.594,2.412,3.558,4.764,2.418,3.612,3.654
"2012-06-22 15:35:00",2.37,2.388,3.624,3.57,2.382,2.418,2.412,1.218
"2012-06-22 15:40:00",2.37,2.388,1.2,2.376,2.382,2.418,2.412,2.436
"2012-06-22 15:45:00",7.11,4.776,6.036,4.752,4.764,4.836,4.824,4.872
"2012-06-22 15:50:00",3.552,2.388,3.612,3.558,3.576,2.418,2.412,2.436
"2012-06-22 15:55:00",4.74,3.57,2.412,2.376,2.382,3.63,4.824,3.654
