"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-06-14 23:40:00",0,0,0,0,0,0,0,0
"2012-06-14 23:45:00",1.182,0,1.212,0,0,1.212,0,0
"2012-06-14 23:50:00",0,0,0,0,0,0,1.212,0
"2012-06-14 23:55:00",0,0,1.2,0,1.188,0,0,1.218
"2012-06-15 00:00:00",0,1.206,0,0,0,1.206,1.2,0
"2012-06-15 00:05:00",1.188,1.182,0,1.182,0,0,0,1.218
"2012-06-15 00:10:00",0,0,0,0,1.194,0,0,0
"2012-06-15 00:15:00",0,0,0,1.194,0,0,0,0
"2012-06-15 00:20:00",1.182,1.206,1.212,0,1.188,1.212,1.212,1.218
"2012-06-15 00:25:00",2.37,2.388,2.412,2.376,2.382,2.418,2.412,1.218
"2012-06-15 00:30:00",0,1.182,1.2,1.182,0,1.206,1.2,1.218
"2012-06-15 00:35:00",1.188,0,0,1.194,1.194,0,0,1.218
"2012-06-15 00:40:00",1.182,2.388,1.212,0,1.188,1.212,1.212,1.218
"2012-06-15 00:45:00",0,0,1.2,1.182,1.194,1.206,1.2,0
"2012-06-15 00:50:00",2.37,2.388,1.212,1.194,1.188,1.212,2.412,2.436
"2012-06-15 00:55:00",0,0,1.2,1.182,1.194,1.206,0,0
"2012-06-15 01:00:00",2.37,2.388,1.212,1.194,1.188,2.418,2.412,2.436
"2012-06-15 01:05:00",1.188,0,1.2,2.376,1.194,1.212,1.212,1.218
"2012-06-15 01:10:00",1.182,2.388,1.212,1.182,2.382,1.206,1.2,1.218
"2012-06-15 01:15:00",2.37,2.388,2.412,2.376,2.382,2.418,2.412,2.436
"2012-06-15 01:20:00",1.188,2.388,2.412,1.194,1.188,2.418,2.412,1.218
"2012-06-15 01:25:00",2.37,2.388,2.412,3.558,3.576,2.418,2.412,3.654
"2012-06-15 01:30:00",3.552,2.388,2.412,2.376,2.382,3.63,2.412,2.436
"2012-06-15 01:35:00",2.37,3.594,2.412,2.376,2.382,2.418,3.624,2.436
"2012-06-15 01:40:00",2.37,3.57,3.612,4.752,3.57,3.624,3.612,2.436
"2012-06-15 01:45:00",1.188,2.388,2.412,1.194,2.382,1.212,1.212,2.436
"2012-06-15 01:50:00",1.182,0,1.212,1.182,1.194,1.206,1.2,0
"2012-06-15 01:55:00",1.188,2.388,1.2,1.194,1.188,1.212,1.212,2.436
"2012-06-15 02:00:00",1.182,0,1.212,1.182,1.194,1.206,1.2,0
"2012-06-15 02:05:00",1.188,2.388,1.2,1.194,1.188,2.418,1.212,2.436
"2012-06-15 02:10:00",1.182,1.206,1.212,1.182,1.194,1.212,1.2,0
"2012-06-15 02:15:00",1.188,1.182,1.2,1.194,1.188,1.206,1.212,1.218
"2012-06-15 02:20:00",1.182,1.206,1.212,1.182,1.194,1.212,2.412,1.218
"2012-06-15 02:25:00",2.37,2.388,2.412,2.376,2.382,2.418,1.2,2.436
"2012-06-15 02:30:00",2.37,3.57,2.412,3.57,3.57,3.624,3.624,3.654
"2012-06-15 02:35:00",3.558,3.594,4.824,3.558,3.576,3.63,4.824,3.654
