"","X1","X2","X3","X4","X5","X6","X7","X8"
"2013-07-23 06:40:00",0,0,0,0,0,0,0,0
"2013-07-23 06:45:00",0,0,1.212,0,0,0,0,0
"2013-07-23 06:50:00",1.188,2.388,2.412,2.376,4.764,2.382,2.388,2.436
"2013-07-23 06:55:00",2.382,2.388,2.412,2.376,2.382,2.382,2.388,2.436
"2013-07-23 07:00:00",7.146,4.776,8.436,7.128,5.952,5.964,8.34,7.308
"2013-07-23 07:05:00",38.106,37.026,37.392,36.834,36.918,35.73,37.032,42.63
"2013-07-23 07:10:00",22.632,27.45,24.12,27.318,25.014,27.384,23.844,26.796
"2013-07-23 07:15:00",10.722,11.94,9.648,9.504,11.91,10.728,9.552,10.962
"2013-07-23 07:20:00",4.764,4.776,6.024,4.752,4.764,5.946,4.776,6.09
"2013-07-23 07:25:00",2.382,2.388,1.212,2.376,2.382,2.382,2.388,1.218
"2013-07-23 07:30:00",4.764,4.776,4.824,4.752,4.764,3.582,4.776,4.872
"2013-07-23 07:35:00",8.334,9.552,12.06,9.504,9.528,10.71,9.552,9.744
"2013-07-23 07:40:00",2.382,4.776,2.412,4.752,2.382,2.382,2.388,3.654
"2013-07-23 07:45:00",4.764,4.776,7.236,5.934,7.146,7.146,7.164,6.09
"2013-07-23 07:50:00",5.958,8.37,7.236,8.322,7.146,7.146,7.164,7.308
"2013-07-23 07:55:00",7.146,7.164,7.236,7.128,7.146,7.146,7.164,7.308
"2013-07-23 08:00:00",3.57,4.776,4.824,4.752,4.764,4.764,3.564,3.654
"2013-07-23 08:05:00",2.382,2.388,2.412,2.376,2.382,2.382,3.6,3.654
"2013-07-23 08:10:00",2.382,2.388,3.624,2.376,2.382,2.382,2.388,2.436
"2013-07-23 08:15:00",1.194,2.388,1.2,1.182,1.188,2.382,0,0
"2013-07-23 08:20:00",1.188,0,0,1.194,1.194,0,1.176,2.436
"2013-07-23 08:25:00",0,0,0,0,0,0,0,0
