,1,2,3,4,5,6,7,8
07/04/2012 00:30,0,0,0,0,0,0,0,0
07/04/2012 01:00,0,0,0,0,0,0,0,0
07/04/2012 01:30,0,0,0,0,0,0,0,0
07/04/2012 02:00,0,0,0.2,0,0,0,0,0
07/04/2012 02:30,0,0,0,0,0,0,0,0
07/04/2012 03:00,0,0,0,0,0,0,0,0
07/04/2012 03:30,0,0,0,0,0,0,0,0
07/04/2012 04:00,0,0,0,0,0,0,0,0
07/04/2012 04:30,0,0,0,0,0.198,0,0,0
07/04/2012 05:00,0,0,0,0,0,0,0,0
07/04/2012 05:30,0,0,0,0,0,0,0,0
07/04/2012 06:00,0,0,0,0,0,0,0,0
07/04/2012 06:30,0,0,0,0,0,0,0,0
07/04/2012 07:00,0,0,0,0,0,0,0,0
07/04/2012 07:30,0,0,0,0,0,0,0,0
07/04/2012 08:00,0,0,0,0,0,0,0,0
07/04/2012 08:30,0,0,0,0,0,0,0,0
07/04/2012 09:00,0,0,0,0,0,0,0,0
07/04/2012 09:30,0,0,0,0,0,0,0,0
07/04/2012 10:00,0,0,0,0,0,0,0,0
07/04/2012 10:30,0,0,0,0,0,0,0,0
07/04/2012 11:00,0,0,0,0,0,0,0,0
07/04/2012 11:30,0,0,0,0,0,0,0,0
07/04/2012 12:00,0,0,0,0,0,0,0,0
07/04/2012 12:30,0,0,0,0,0,0,0,0
07/04/2012 13:00,0,0,0,0,0,0,0,0
07/04/2012 13:30,0,0,0,0,0,0,0,0
07/04/2012 14:00,0,0,0,0,0,0,0,0
07/04/2012 14:30,0,0,0,0,0,0,0,0
07/04/2012 15:00,0,0,0,0,0,0,0,0
07/04/2012 15:30,0,0,0,0,0,0,0,0
07/04/2012 16:00,0,0,0,0,0,0,0,0
07/04/2012 16:30,0,0,0,0,0,0,0,0
07/04/2012 17:00,0,0,0,0,0,0,0,0
07/04/2012 17:30,0,0,0,0,0,0,0,0
07/04/2012 18:00,0,0,0,0,0,0,0,0
07/04/2012 18:30,0,0,0,0,0,0,0,0
07/04/2012 19:00,0,0,0,0,0,0,0,0
07/04/2012 19:30,0,0,0,0,0,0,0,0
07/04/2012 20:00,0,0,0,0,0,0,0,0
07/04/2012 20:30,0,0,0,0,0,0,0,0
07/04/2012 21:00,0,0,0,0,0,0,0,0
07/04/2012 21:30,0,0,0,0,0,0,0,0
07/04/2012 22:00,0,0,0,0,0,0,0,0
07/04/2012 22:30,0,0,0,0,0,0,0,0
07/04/2012 23:00,0,0,0,0,0,0,0,0
07/04/2012 23:30,0,0,0,0,0,0,0,0
08/04/2012 00:00,0,0,0,0,0,0,0,0
08/04/2012 00:30,0,0,0,0,0,0,0,0
08/04/2012 01:00,0,0,0,0,0,0,0,0
08/04/2012 01:30,0,0,0,0,0,0,0,0
08/04/2012 02:00,0,0,0,0,0,0,0,0
08/04/2012 02:30,0,0,0,0,0,0,0,0
08/04/2012 03:00,0,0,0,0,0,0,0,0
08/04/2012 03:30,0,0,0,0,0,0,0,0
08/04/2012 04:00,0,0,0,0,0,0,0,0
08/04/2012 04:30,0,0,0,0,0,0,0,0
08/04/2012 05:00,0,0,0,0,0,0,0,0
08/04/2012 05:30,0,0,0,0,0,0,0,0
08/04/2012 06:00,0,0,0,0,0,0,0,0
08/04/2012 06:30,0,0,0,0,0,0,0,0
08/04/2012 07:00,0,0,0,0,0,0,0,0
08/04/2012 07:30,0,0,0,0,0,0,0,0
08/04/2012 08:00,0,0,0,0,0,0,0,0
08/04/2012 08:30,0,0,0,0,0,0,0,0
08/04/2012 09:00,0,0,0,0,0,0,0,0
08/04/2012 09:30,0,0,0,0,0,0,0,0
08/04/2012 10:00,0,0,0,0,0,0,0,0
08/04/2012 10:30,0,0,0,0,0,0,0,0
08/04/2012 11:00,0,0,0,0,0,0,0,0
08/04/2012 11:30,0,0,0,0,0,0,0,0
08/04/2012 12:00,0,0,0,0,0,0,0,0
08/04/2012 12:30,0,0,0,0,0,0,0,0
08/04/2012 13:00,0,0,0,0,0,0,0,0
08/04/2012 13:30,0,0,0,0,0,0,0,0
08/04/2012 14:00,0,0,0,0,0,0,0,0
08/04/2012 14:30,0,0,0,0,0,0.201,0,0
08/04/2012 15:00,0,0,0,0,0,0,0,0
08/04/2012 15:30,0.198,0,0,0,0,0,0,0
08/04/2012 16:00,0,0,0,0,0,0,0,0
08/04/2012 16:30,0,0,0,0,0,0,0,0
08/04/2012 17:00,0,0,0,0,0,0,0,0
08/04/2012 17:30,0,0,0,0,0,0,0,0
08/04/2012 18:00,0,0,0,0,0,0,0,0
08/04/2012 18:30,0,0,0,0,0,0,0,0
08/04/2012 19:00,0,0,0,0,0,0,0,0
08/04/2012 19:30,0,0,0,0,0,0,0,0
08/04/2012 20:00,0,0,0,0,0,0,0,0
08/04/2012 20:30,0,0,0,0,0,0,0,0
08/04/2012 21:00,0,0,0,0,0,0,0,0
08/04/2012 21:30,0,0,0,0,0,0,0,0
08/04/2012 22:00,0,0,0,0,0,0,0,0
08/04/2012 22:30,0,0,0,0,0,0,0,0
08/04/2012 23:00,0,0,0,0.197,0,0,0,0
08/04/2012 23:30,0,0.398,0,0.199,0,0,0,0.406
09/04/2012 00:00,0.395,0,0.402,0.396,0.397,0.403,0.402,0
09/04/2012 00:30,0.592,0.796,0.402,0.396,0.596,0.403,0.402,0.812
09/04/2012 01:00,0.198,0,0,0,0,0,0,0
09/04/2012 01:30,0,0,0,0,0,0,0,0
09/04/2012 02:00,0,0,0,0,0,0,0,0
09/04/2012 02:30,0,0,0,0,0,0,0,0
09/04/2012 03:00,0,0,0,0,0,0,0,0
09/04/2012 03:30,0,0,0,0,0,0,0,0
09/04/2012 04:00,0,0,0,0,0,0,0,0
09/04/2012 04:30,0,0,0,0,0,0,0,0
09/04/2012 05:00,0,0,0,0,0,0,0,0
09/04/2012 05:30,0,0,0,0.197,0,0,0.202,0
09/04/2012 06:00,0.395,0.398,0.602,0.595,0.595,0.403,0.402,0.406
09/04/2012 06:30,0.592,0.796,0.604,0.593,0.596,0.806,0.602,0.609
09/04/2012 07:00,0.593,0.599,0.804,0.595,0.794,0.806,0.804,0.609
09/04/2012 07:30,0.79,0.595,0.804,0.792,0.595,0.806,0.804,0.812
09/04/2012 08:00,0.395,0.599,0.2,0.396,0.397,0.403,0.202,0.406
09/04/2012 08:30,0.987,0.796,1.006,1.188,0.993,0.806,1.004,1.015
09/04/2012 09:00,0.593,0.796,0.804,0.792,0.794,0.806,0.804,0.609
09/04/2012 09:30,0.395,0.398,0.202,0.197,0.397,0.403,0.402,0.406
09/04/2012 10:00,0.395,0.201,0.2,0.396,0.198,0.202,0.202,0.406
09/04/2012 10:30,0.395,0.197,0.402,0.199,0.397,0.201,0.402,0.406
09/04/2012 11:00,0,0.201,0,0.197,0,0.202,0,0
09/04/2012 11:30,0,0,0,0.199,0,0.201,0,0
09/04/2012 12:00,0,0,0.202,0,0.199,0,0.2,0
09/04/2012 12:30,0,0,0,0,0,0,0,0
09/04/2012 13:00,0,0,0,0,0,0,0,0
09/04/2012 13:30,0,0,0,0,0,0,0,0
09/04/2012 14:00,0,0.197,0,0,0,0,0,0.203
09/04/2012 14:30,0,0,0.2,0,0,0,0,0.203
09/04/2012 15:00,0.197,0.201,0,0.396,0.198,0.202,0.202,0
09/04/2012 15:30,0.593,0.595,0.804,0.396,0.794,0.604,0.602,0.609
09/04/2012 16:00,0.592,0.796,0.402,0.792,0.596,0.806,0.604,0.812
09/04/2012 16:30,0.593,0.599,0.804,0.792,0.794,0.403,0.804,0.609
09/04/2012 17:00,0.395,0.398,0.402,0.396,0.198,0.403,0.2,0.203
09/04/2012 17:30,0.395,0,0,0,0.199,0.202,0.202,0.203
09/04/2012 18:00,0,0,0,0,0,0,0,0.203
09/04/2012 18:30,0,0,0,0,0,0,0,0
09/04/2012 19:00,0,0,0,0,0,0,0,0
09/04/2012 19:30,0,0,0,0,0,0,0,0
09/04/2012 20:00,0,0,0,0,0,0,0,0
09/04/2012 20:30,0,0,0,0,0,0,0,0
09/04/2012 21:00,0,0,0,0,0,0,0,0
09/04/2012 21:30,0,0,0,0,0,0,0,0
09/04/2012 22:00,0,0,0,0,0,0,0,0
09/04/2012 22:30,0,0,0.2,0.396,0.198,0.201,0,0
09/04/2012 23:00,0,0.398,0.202,0,0.199,0,0.2,0
09/04/2012 23:30,0,0,0,0,0,0,0,0
10/04/2012 00:00,0,0,0,0,0,0,0,0
10/04/2012 00:30,0.197,0.398,0.402,0.396,0.198,0.403,0.402,0.406
10/04/2012 01:00,0.395,0,0.2,0.396,0.397,0.403,0.202,0.406
10/04/2012 01:30,0,0,0,0,0,0,0,0
10/04/2012 02:00,0.395,0.796,0.604,0.792,0.596,0.403,0.804,0.406
10/04/2012 02:30,1.185,0.796,0.804,0.792,0.992,0.806,0.602,0.812
10/04/2012 03:00,0.79,0.997,1.004,0.991,0.993,0.806,0.804,1.015
10/04/2012 03:30,0.198,0,0,0,0,0,0.202,0.203
10/04/2012 04:00,0.197,0,0.202,0.197,0.198,0.403,0.2,0
10/04/2012 04:30,1.58,1.592,1.206,1.387,1.39,1.209,1.206,1.218
10/04/2012 05:00,0.79,0.997,1.004,1.188,1.191,1.007,1.006,0.812
10/04/2012 05:30,2.37,1.99,2.21,2.177,2.184,1.814,1.808,2.436
10/04/2012 06:00,0.395,0.595,0.402,0.595,0.595,0.806,0.604,0.406
10/04/2012 06:30,2.765,2.191,2.01,1.98,2.184,1.612,2.01,2.03
10/04/2012 07:00,0.395,0.398,0.604,0.792,0.397,0.604,0.602,0.406
10/04/2012 07:30,0.395,0,0,0,0,0.202,0,0
10/04/2012 08:00,0,0,0,0,0,0,0.202,0
10/04/2012 08:30,0.197,0,0,0,0,0,0,0.203
10/04/2012 09:00,0.198,0.398,0.202,0,0.397,0,0.2,0
10/04/2012 09:30,0.197,0,0.2,0.396,0,0.201,0,0.203
10/04/2012 10:00,0,0,0,0,0,0,0.202,0
10/04/2012 10:30,0,0,0,0,0,0,0,0
10/04/2012 11:00,0,0,0,0,0,0,0,0
10/04/2012 11:30,0,0,0,0,0,0,0,0
10/04/2012 12:00,0.198,0,0,0,0.199,0,0,0
10/04/2012 12:30,0.197,0.201,0,0,0.198,0.202,0,0
10/04/2012 13:00,0,0,0,0,0,0,0,0
10/04/2012 13:30,0,0,0,0,0,0,0,0
10/04/2012 14:00,0,0,0,0,0,0,0,0
10/04/2012 14:30,0,0,0,0,0,0,0,0
10/04/2012 15:00,0,0,0,0,0,0,0,0
10/04/2012 15:30,0,0,0,0,0,0,0,0
10/04/2012 16:00,0,0,0,0,0,0,0,0
10/04/2012 16:30,0,0,0,0,0,0,0,0
10/04/2012 17:00,0,0,0,0,0,0,0,0
10/04/2012 17:30,0,0,0,0,0,0,0,0
10/04/2012 18:00,0,0,0,0,0,0,0,0
10/04/2012 18:30,0,0,0,0,0,0,0,0
10/04/2012 19:00,0,0,0,0,0,0,0,0
10/04/2012 19:30,0,0,0,0,0,0,0,0
10/04/2012 20:00,0,0,0,0,0,0,0,0
10/04/2012 20:30,0,0,0,0,0,0,0,0
10/04/2012 21:00,0,0,0,0,0,0,0,0
10/04/2012 21:30,0,0,0,0,0,0,0,0
10/04/2012 22:00,0,0,0,0,0,0,0,0
10/04/2012 22:30,0,0,0,0,0,0,0,0
10/04/2012 23:00,0,0,0,0,0,0,0,0
10/04/2012 23:30,0,0,0,0,0,0,0,0
11/04/2012 00:00,0,0,0,0,0,0,0,0
11/04/2012 00:30,0,0,0,0,0,0,0,0
11/04/2012 01:00,0,0,0,0,0,0,0,0
11/04/2012 01:30,0,0,0,0,0,0,0,0
