,pred,sd,CI95up,CI95low,CI50up,CI50low
44,2.749910158,0.193420645,3.129007657,2.37081266,2.880370401,2.619449916
45,2.995579785,0.415015649,3.808995511,2.18216406,3.275503587,2.715655984
46,1.92375634,0.215243217,2.345625293,1.501887387,2.068935684,1.778576997
47,2.616905,0.294897754,3.194893977,2.038916023,2.815810512,2.417999488
48,1.712601476,0.308857596,2.31795124,1.107251712,1.920922759,1.504280193
49,1.903844887,0.224669532,2.344189079,1.463500696,2.055382184,1.752307591
50,1.215962028,0.386299294,1.973094731,0.458829325,1.476516942,0.955407114
51,2.167661609,0.149872687,2.461406678,1.87391654,2.2687492,2.066574018
52,2.3621376,0.231049384,2.814986072,1.909289129,2.517978042,2.206297159
53,3.098740118,0.214470044,3.51909368,2.678386556,3.243397964,2.954082271
54,3.129846958,0.220678805,3.562369468,2.697324449,3.27869255,2.981001367
55,3.290500893,0.374576664,4.024657663,2.556344122,3.543149013,3.037852772
56,4.134378669,0.32904879,4.779302447,3.489454892,4.356318705,3.912438633
57,3.271516144,0.307616212,3.87443284,2.668599448,3.479000126,3.064032162
58,4.122069947,0.312758065,4.735064489,3.509075405,4.333022056,3.911117838
59,2.751864765,0.20121698,3.146242798,2.357486732,2.887583555,2.616145975
60,2.621435245,0.144097842,2.903861825,2.339008665,2.718627762,2.524242727
61,2.886804254,0.21864269,3.315336052,2.458272456,3.034276507,2.739332001
62,3.195708492,0.296154489,3.776160625,2.615256359,3.39546166,2.995955324
63,3.226863985,0.195247495,3.609542044,2.844185927,3.35855642,3.095171551
64,2.18561621,0.155100557,2.489607715,1.881624705,2.290229946,2.081002474
65,3.027971181,0.230624889,3.479987658,2.575954704,3.183525305,2.872417057
66,3.384423359,0.33986914,4.050554633,2.718292085,3.61366161,3.155185107
67,3.011869527,0.309564949,3.618605679,2.405133375,3.220667912,2.803071142
68,2.883200661,0.212838251,3.300355969,2.466045354,3.02675788,2.739643442
69,2.003733873,0.207037907,2.409520715,1.597947031,2.14337882,1.864088927
70,0.348546196,0.199524648,0.73960732,-0.042514929,0.483123526,0.213968865
71,1.540811188,0.296542741,2.122024281,0.959598095,1.740826228,1.340796148
72,0.699557702,0.330745309,1.347806597,0.051308808,0.922642024,0.476473381
73,0.954111425,0.267807052,1.479003602,0.429219248,1.134744537,0.773478313
74,0.24093872,0.145706997,0.526519186,-0.044641745,0.339216596,0.142660845
75,0.592235564,0.315201939,1.210020012,-0.025548884,0.804836041,0.379635087
76,0.362684964,0.202640989,0.759854006,-0.034484077,0.499364235,0.226005694
77,0,0,0,0,0,0
78,0,0,0,0,0,0
79,2.028677681,0.191514962,2.404040109,1.653315252,2.15785256,1.899502802
80,6.620416835,0.282774268,7.174644216,6.066189453,6.81114518,6.429688489
81,5.518958751,0.471867907,6.443802855,4.594114648,5.837228818,5.200688684
82,4.959106782,0.38552613,5.714724113,4.203489451,5.219140205,4.699073359
83,1.093596026,0.339479771,1.75896415,0.428227902,1.322571652,0.8646204
84,1.288989263,0.354968925,1.984715572,0.593262955,1.528412165,1.049566362
85,3.803681463,0.143226795,4.084400822,3.522962103,3.900286468,3.707076458
86,2.052955677,0.289460737,2.620288296,1.485623057,2.248193977,1.857717376
87,1.194958699,0.301660954,1.786203303,0.603714094,1.39842592,0.991491478
88,0.872285785,0.289071304,1.43885513,0.305716439,1.067261417,0.677310153
89,1.164234039,0.386657873,1.922069544,0.406398534,1.425030811,0.903437267
90,1.239125465,0.405874137,2.034624155,0.443626775,1.51288341,0.96536752
91,2.074434858,0.190557281,2.447920267,1.70094945,2.202963791,1.945905925
92,2.045741829,0.195768846,2.429441717,1.662041942,2.177785909,1.913697749
93,2.714579362,0.189942954,3.08686071,2.342298014,2.842693938,2.586464787
94,3.130088954,0.304760975,3.727409489,2.532768419,3.335647108,2.9245308
95,3.294120517,0.378140359,4.035262002,2.552979031,3.549172313,3.03906872
96,3.52466777,0.309132247,4.130555841,2.9187797,3.733174302,3.316161238
97,5.096866679,0.186873646,5.463132295,4.730601064,5.222911038,4.970822321
98,6.91985447,0.237628089,7.385596967,6.454111974,7.080132181,6.75957676
99,6.874505167,0.238324328,7.341612267,6.407398067,7.035252484,6.71375785
100,5.175150061,0.195765037,5.558842482,4.79145764,5.307191572,5.04310855
101,3.94075137,0.196590209,4.326061098,3.555441641,4.07334945,3.808153289
102,2.86108139,0.21090402,3.274445674,2.447717106,3.00333399,2.71882879
103,4.125466147,0.329782469,4.77182791,3.479104384,4.347901042,3.903031251
104,2.611690347,0.140502807,2.887070789,2.336309906,2.706458051,2.516922644
105,3.173333453,0.300222113,3.761757982,2.584908923,3.375830191,2.970836714
106,2.21909405,0.156411975,2.525655889,1.912532212,2.324592324,2.113595776
107,2.727679971,0.18595103,3.092137293,2.363222649,2.853102035,2.602257907
108,3.70147906,0.343117365,4.373976737,3.028981383,3.932908206,3.470049914
109,4.450086538,0.300783887,5.039612124,3.860560952,4.652962187,4.247210889
110,4.196244862,0.315438751,4.814493454,3.57799627,4.409005067,3.983484658
111,3.146059033,0.318795253,3.770886246,2.521231819,3.361083163,2.931034902
112,3.561136734,0.312075481,4.172793437,2.949480031,3.771628447,3.350645021
113,3.799154063,0.262760755,4.314155679,3.284152448,3.976383499,3.621924628
114,3.596479815,0.214812542,4.017504661,3.175454969,3.741368673,3.451590957
115,5.147731303,0.185268204,5.51085031,4.784612295,5.272692807,5.022769798
116,4.18039943,0.22531996,4.622018437,3.738780422,4.332375433,4.028423426
117,3.547943817,0.343349846,4.22089715,2.874990484,3.779529769,3.316357865
118,4.989579534,0.1561373,5.295603019,4.683556049,5.094892543,4.884266525
119,4.663790718,0.154844013,4.967279406,4.36030203,4.768231418,4.559350019
120,4.191611468,0.217870979,4.618630741,3.764592195,4.33856321,4.044659725
121,3.683561942,0.340314255,4.350565625,3.016558259,3.913100419,3.454023465
122,3.944181207,0.208143556,4.352135081,3.536227333,4.084571902,3.803790512
123,3.889528241,0.293850109,4.465463872,3.31359261,4.087727128,3.691329354
124,3.432627359,0.270400719,3.962603028,2.902651689,3.615009872,3.250244845
125,3.894389307,0.278977553,4.441175264,3.34760335,4.082556807,3.706221807
126,2.876858279,0.21766688,3.303477525,2.450239034,3.023672359,2.7300442
127,2.399507348,0.007976624,2.415141245,2.383873452,2.4048875,2.394127197
128,2.958380482,0.232359203,3.413796152,2.502964812,3.115104383,2.801656581
129,1.44736656,0.278417775,1.993055372,0.901677748,1.635156496,1.259576625
130,0.194025488,0.146389241,0.480943128,-0.092892153,0.29276353,0.095287445
131,1.914615237,0.20485666,2.316126914,1.513103561,2.052788955,1.77644152
132,0.713639945,0.220632449,1.146071598,0.281208291,0.86245427,0.564825619
133,0.217963962,0.152792479,0.517431718,-0.081503794,0.321020923,0.114907001
134,0.765023684,0.327064165,1.406057667,0.123989701,0.985625111,0.544422258
135,0.859846082,0.302044299,1.45184203,0.267850133,1.063571866,0.656120298
136,0.45523228,0.221006023,0.888396126,0.022068434,0.604298578,0.306165983
137,1.778252157,0.222368731,2.214086862,1.342417452,1.928237587,1.628266727
138,0.570609167,0.226740754,1.015012879,0.126205455,0.723543481,0.417674852
139,2.841790152,0.217173129,3.267441663,2.416138641,2.988271202,2.695309102
140,1.412273324,0.146624125,1.699651329,1.124895319,1.511169794,1.313376855
141,0.68817779,0.218864126,1.117143596,0.259211985,0.8357994,0.54055618
142,0.489418183,0.217097012,0.914920507,0.063915859,0.635847892,0.342988474
143,1.036659921,0.149312152,1.329306362,0.744013479,1.137369437,0.935950404
144,0.818425823,0.301461542,1.409279589,0.227572057,1.021758543,0.615093103
145,1.680741907,0.22238216,2.116602931,1.244880882,1.830736394,1.530747419
146,1.207721411,0.227034122,1.652700114,0.762742709,1.3608536,1.054589223
147,0.728618144,0.219790598,1.159399801,0.297836487,0.87686465,0.580371638
148,0.718319637,0.204866174,1.119849958,0.316789315,0.856499771,0.580139502
149,0.245110336,0.150978385,0.541022533,-0.050801861,0.346943709,0.143276963
150,0.838921313,0.280990187,1.38965196,0.288190667,1.028446314,0.649396312
151,0.34706543,0.199936011,0.738932811,-0.04480195,0.48192022,0.21221064
152,0.341915893,0.193268678,0.720715542,-0.036883755,0.472273636,0.211558151
153,0.600261645,0.222677952,1.036702411,0.16382088,0.750455641,0.450067649
154,0.263099618,0.142126378,0.5416622,-0.015462963,0.358962403,0.167236833
155,0,0,0,0,0,0
156,0,0,0,0,0,0
157,0.66690722,0.310296867,1.275077903,0.058736537,0.876199276,0.457615164
158,0.60801159,0.325687776,1.246347902,-0.030324722,0.827684657,0.388338523
159,0.720161685,0.313595714,1.334797991,0.105525379,0.93167878,0.50864459
160,0.658273916,0.38672715,1.416245202,-0.099697371,0.919117415,0.397430417
161,0.786323602,0.323307061,1.419993797,0.152653407,1.004390901,0.568256303
162,2.038840984,0.184764505,2.40097276,1.676709207,2.163462749,1.914219219
163,1.361497989,0.287602719,1.925188961,0.797807017,1.555483075,1.167512902
164,0.772668426,0.331041441,1.421497728,0.123839124,0.995952485,0.549384367
165,0.294305651,0.20046493,0.687209694,-0.098598392,0.429517191,0.15909411
166,1.004149161,0.345449363,1.681217471,0.327080851,1.237151215,0.771147107
167,1.239184809,0.371224166,1.966770805,0.511598814,1.489571704,0.988797914
168,2.910128195,0.339449747,3.575437474,2.244818916,3.13908357,2.68117282
169,2.07064479,0.19619046,2.455171026,1.686118553,2.202973245,1.938316335
170,2.200003952,0.156285291,2.506317494,1.893690411,2.305416779,2.094591126
171,2.399302433,0.008017153,2.415015765,2.383589101,2.404709921,2.393894946
172,1.835206969,0.214156324,2.254945652,1.415468287,1.979653215,1.690760724
173,2.716680911,0.195624467,3.10009782,2.333264001,2.848627608,2.584734213
174,2.226310956,0.148356954,2.517085241,1.93553667,2.3263762,2.126245711
175,1.756721039,0.311008302,2.366286111,1.147155967,1.966492951,1.546949127
176,1.196237451,0.327219297,1.837575487,0.554899415,1.416943513,0.975531389
177,1.933365804,0.203325354,2.331876175,1.534855432,2.070506671,1.796224936
178,1.517477944,0.197159661,1.903903778,1.13105211,1.650460114,1.384495773
179,1.581844787,0.326228337,2.221240577,0.942448997,1.801882456,1.361807118
180,1.792159001,0.207674151,2.199192857,1.385125144,1.932233087,1.652084914
181,1.646787383,0.20925405,2.056917784,1.236656981,1.787927094,1.505647671
182,2.58164858,0.150090673,2.875820894,2.287476267,2.682883201,2.48041396
183,1.882372881,0.323015011,2.515470669,1.249275093,2.100243195,1.664502567
184,1.661692163,0.222893767,2.098555919,1.224828407,1.812031724,1.511352602
185,1.855722673,0.245581111,2.337052806,1.374392541,2.021364615,1.690080731
186,3.380240138,0.265842871,3.90128259,2.859197685,3.559548429,3.200931846
187,3.596924019,0.232827281,4.053257105,3.140590933,3.753963634,3.439884404
188,3.42022997,0.338753079,4.084173804,2.756286135,3.648715449,3.19174449
189,3.039994083,0.313635609,3.654708581,2.425279585,3.251538086,2.828450079
190,1.899695715,0.291284226,2.470602308,1.328789122,2.09616394,1.70322749
191,3.030137217,0.229493773,3.479936746,2.580337687,3.184928414,2.875346019
192,3.021343286,0.222226899,3.456900004,2.585786568,3.171233051,2.87145352
193,3.620032619,0.318992926,4.245247266,2.994817973,3.835190078,3.40487516
194,3.036668888,0.336628929,3.696449464,2.376888312,3.26372165,2.809616126
195,1.676813444,0.297813897,2.260517956,1.093108932,1.877685865,1.475941023
196,0.995124922,0.273487168,1.53114992,0.459099923,1.179589213,0.81066063
197,0.963845466,0.273265227,1.499435468,0.428255463,1.14816006,0.779530871
198,1.211562422,0.334812862,1.867783573,0.555341271,1.437390266,0.985734578
199,1.297252164,0.359431539,2.001725036,0.592779291,1.539685053,1.054819274
200,1.067072949,0.364142101,1.780778352,0.353367546,1.312683064,0.821462834
201,0.736311739,0.319522991,1.362565293,0.110058185,0.951826721,0.520796757
202,0.444858033,0.216021466,0.868252327,0.021463739,0.590562298,0.299153768
203,1.176277346,0.307890492,1.779731621,0.572823071,1.383946327,0.968608365
204,1.6011239,0.370432836,2.327158918,0.875088882,1.850977051,1.351270749
205,1.931441421,0.223810942,2.370102806,1.492780036,2.082399607,1.780483235
206,0.842782785,0.298269907,1.42738106,0.258184511,1.04396278,0.641602791
207,0.481471004,0.304674382,1.078621819,-0.115679812,0.686970751,0.275971256
208,0.828902778,0.298187825,1.413340175,0.244465381,1.03002741,0.627778147
209,1.189697657,0.31786123,1.81269422,0.566701093,1.404091798,0.975303515
210,0.980934853,0.286900783,1.543250055,0.418619652,1.174446491,0.787423216
211,0.742036415,0.217166209,1.167674363,0.316398468,0.888512797,0.595560034
212,0.631567216,0.332913909,1.284066487,-0.020932055,0.856114235,0.407020197
213,0.706729762,0.214787938,1.127706385,0.285753139,0.851602024,0.561857499
214,1.177511572,0.212457808,1.593921225,0.76110192,1.320812186,1.034210958
215,0.838787956,0.294683939,1.416357862,0.261218049,1.037549252,0.640026659
216,1.83632067,0.229224034,2.285591521,1.387049819,1.990929931,1.681711408
217,1.657774431,0.311889512,2.269066641,1.046482221,1.868140709,1.447408152
218,1.407466441,0.281206702,1.95862145,0.856311432,1.597137479,1.217795402
219,1.367439743,0.275437475,1.907287274,0.827592213,1.553219497,1.18165999
220,1.193895859,0.215977848,1.617204661,0.770587056,1.339570703,1.048221014
221,1.199344435,0.217829262,1.626281943,0.772406927,1.34626804,1.05242083
222,2.058720488,0.203260861,2.457104455,1.66033652,2.195817855,1.92162312
223,1.792601526,0.223310508,2.230282079,1.354920972,1.943222175,1.641980877
224,0.631579451,0.211029054,1.045188797,0.217970105,0.773916385,0.489242517
225,1.671080755,0.224835695,2.11175062,1.23041089,1.822730127,1.519431383
226,1.204430477,0.218587792,1.632854676,0.776006278,1.351865702,1.056995252
227,1.657156429,0.312014028,2.268692687,1.045620172,1.867606693,1.446706166
228,0.341501889,0.196274946,0.726193715,-0.043189936,0.473887329,0.20911645
229,1.351962601,0.271406541,1.883909647,0.820015554,1.535023531,1.16890167
230,1.006579413,0.26147301,1.519057096,0.494101729,1.182940278,0.830218547
231,1.913161058,0.2226638,2.349574087,1.476748029,2.063345509,1.762976607
232,2.400264459,0.008213563,2.416362746,2.384166172,2.405804423,2.394724496
233,2.400033514,0.008245234,2.416193875,2.383873153,2.40559484,2.394472189
234,2.224638212,0.153234945,2.524973186,1.924303238,2.327993612,2.121282812
235,1.943201322,0.212761642,2.360206479,1.526196166,2.086706869,1.799695775
236,2.236573143,0.153516627,2.537460203,1.935686084,2.340118534,2.133027752
237,2.232481084,0.153875687,2.534071888,1.93089028,2.336268657,2.128693511
238,2.732300401,0.298293983,3.316945865,2.147654938,2.933496635,2.531104167
239,3.020340169,0.206883762,3.425824891,2.614855447,3.159881146,2.880799192
240,2.400465169,0.00815243,2.416443639,2.384486699,2.4059639,2.394966438
241,2.576009164,0.14690472,2.863937124,2.288081204,2.675094892,2.476923436
242,3.712664261,0.424584893,4.54483536,2.880493162,3.999042419,3.426286103
243,1.722116835,0.317352174,2.344115667,1.100118004,1.936167624,1.508066047
244,1.976549228,0.301745271,2.567959091,1.385139364,2.18007332,1.773025135
245,2.100419181,0.20496094,2.502135241,1.698703121,2.238663234,1.962175128
246,2.554733563,0.138066195,2.825338333,2.284128792,2.647857797,2.461609329
247,2.400827832,0.008174302,2.41684917,2.384806494,2.406341315,2.395314349
248,3.386705155,0.360938006,4.094130647,2.679279664,3.630154141,3.14325617
249,1.678512342,0.222599285,2.114798924,1.24222576,1.828653279,1.528371406
250,1.946633858,0.220428716,2.378666202,1.514601514,2.095310767,1.797956948
251,2.589549968,0.160023671,2.903190599,2.275909337,2.697484293,2.481615642
252,3.711053179,0.33338225,4.364470383,3.057635975,3.93591609,3.486190269
253,5.128759614,0.186669578,5.494625264,4.762893964,5.254666331,5.002852897
254,2.588803089,0.147565784,2.878026711,2.299579467,2.688334697,2.48927148
255,2.188249601,0.140377483,2.463384413,1.913114789,2.282932775,2.093566427
256,2.239573998,0.147714481,2.52908906,1.950058936,2.339205901,2.139942095
257,2.401551771,0.008277347,2.417775073,2.385328468,2.407134757,2.395968785
258,2.064242327,0.198185573,2.452678912,1.675805743,2.197916465,1.93056819
259,2.087459947,0.196893684,2.473364476,1.701555417,2.220262718,1.954657175
260,1.158547952,0.320681694,1.787072522,0.530023382,1.374844468,0.942251436
261,1.792403242,0.321562245,2.422653662,1.162152823,2.009293681,1.575512804
262,1.569795082,0.299493369,2.156791299,0.982798864,1.77180029,1.367789874
263,0,0,0,0,0,0
264,0,0,0,0,0,0
265,0.502766418,0.221991356,0.937861481,0.067671355,0.652497313,0.353035524
266,0.18910688,0.15500137,0.492903983,-0.114690223,0.293653716,0.084560045
267,0.498154379,0.218719683,0.92683708,0.069471678,0.645678564,0.350630195
268,0.464442839,0.210419737,0.876857945,0.052027733,0.606368795,0.322516883
269,0.626971656,0.233408522,1.084443952,0.16949936,0.784403311,0.469540001
270,0.201648962,0.152568746,0.500678209,-0.097380285,0.304555017,0.098742906
271,0.220315933,0.148361712,0.511099546,-0.07046768,0.320384387,0.120247479
272,1.012543942,0.14604923,1.298795171,0.726292712,1.11105265,0.914035233
273,2.171824352,0.141873107,2.449890532,1.893758172,2.267516308,2.076132395
274,0.848507083,0.192440597,1.225683721,0.471330444,0.978306293,0.718707873
275,0.623331906,0.225412355,1.065132003,0.181531809,0.775370229,0.471293583
276,1.211921844,0.224410971,1.651759265,0.772084423,1.363284744,1.060558945
277,0.688477994,0.224180379,1.127863464,0.249092525,0.839685362,0.537270626
278,1.838035488,0.225069457,2.279163518,1.396907458,1.98984253,1.686228446
279,0.573572769,0.233169634,1.030576855,0.116568684,0.730843298,0.416302241
280,1.952489216,0.218759625,2.381250202,1.52372823,2.100040341,1.804938091
281,1.169911652,0.227801644,1.61639467,0.723428635,1.323561526,1.016261778
282,1.526372617,0.185583698,1.890109981,1.162635253,1.651546919,1.401198315
283,2.398703368,0.007856711,2.41410224,2.383304497,2.40400264,2.393404097
284,1.801411932,0.234121649,2.260281933,1.342541931,1.959324585,1.64349928
285,2.868936365,0.225605813,3.311115633,2.426757098,3.021105174,2.716767557
286,2.767613494,0.203088909,3.165660441,2.369566546,2.904594881,2.630632106
287,2.745135948,0.20493933,3.146809653,2.343462243,2.883365425,2.606906471
288,3.341862381,0.268853892,3.868806328,2.814918435,3.523201576,3.160523187
289,1.812875255,0.226655298,2.257111476,1.368639033,1.96575193,1.659998579
290,0.827438209,0.186194083,1.192371906,0.462504513,0.95302421,0.701852209
291,1.555016139,0.191785898,1.930909593,1.179122685,1.684373762,1.425658516
292,0.812533363,0.182800201,1.170815174,0.454251552,0.935830225,0.689236501
293,1.677687982,0.229146685,2.126807231,1.228568733,1.832245072,1.523130892
294,0.961707343,0.14734724,1.250502626,0.67291206,1.061091546,0.86232314
295,1.198638252,0.004390733,1.207243931,1.190032573,1.201599757,1.195676748
296,1.402104692,0.152811788,1.701610293,1.102599091,1.505174677,1.299034707
297,2.225682428,0.150115841,2.519904069,1.931460786,2.326934023,2.124430832
298,3.230371421,0.202834689,3.627920107,2.832822735,3.36718134,3.093561502
299,3.9503145,0.193594113,4.329751989,3.570877011,4.080891745,3.819737255
300,1.90884239,0.233347628,2.366195336,1.451489444,2.066232973,1.751451807
301,1.549121628,0.181652677,1.905154333,1.193088923,1.671644496,1.426598759
302,1.202626621,0.004804089,1.212042463,1.193210779,1.20586693,1.199386312
303,3.593826817,0.22479778,4.034422369,3.153231265,3.745450615,3.442203019
304,4.406119703,0.203767806,4.805497264,4.006742141,4.543559,4.268680406
305,3.412314842,0.274095304,3.949531766,2.875097919,3.597189315,3.22744037
306,3.373179285,0.363375076,4.085381348,2.660977222,3.61827205,3.128086521
307,1.827831402,0.222791972,2.264495644,1.39116716,1.978102304,1.677560501
308,2.992135986,0.234278561,3.451313527,2.532958444,3.150154474,2.834117498
309,3.204677812,0.29722175,3.787221737,2.622133886,3.405150836,3.004204788
310,2.866636463,0.240498602,3.338005061,2.395267864,3.028850305,2.70442262
311,2.040559677,0.198195853,2.42901641,1.652102944,2.174240748,1.906878606
312,2.194610583,0.147883119,2.48445617,1.904764996,2.294356231,2.094864935
313,1.894367084,0.216361392,2.31842762,1.470306548,2.040300625,1.748433543
314,0.861351081,0.307720765,1.464472698,0.258229464,1.068905583,0.653796579
315,1.653878664,0.317109803,2.275402457,1.032354872,1.867765976,1.439991353
316,1.687343246,0.319451978,2.313457617,1.061228875,1.90281033,1.471876161
317,3.066798716,0.312226342,3.678751101,2.454846331,3.277392183,2.856205249
318,3.135400009,0.317870431,3.758414606,2.512385412,3.349800357,2.920999661
319,3.772898347,0.337258644,4.433913143,3.111883551,4.000375845,3.545420848
320,3.775128089,0.339485356,4.440507161,3.109749018,4.004107482,3.546148696
321,2.364696692,0.229251753,2.814021871,1.915371512,2.519324649,2.210068734
322,1.376846553,0.342175258,2.047497735,0.706195372,1.607640258,1.146052849
323,2.398408161,0.008420979,2.414912976,2.381903346,2.404088025,2.392728297
324,4.821295004,0.234261475,5.280439058,4.36215095,4.979301968,4.66328804
325,5.209484921,0.169345507,5.541396017,4.877573825,5.32370673,5.095263112
326,5.303768097,0.213719665,5.722650942,4.884885252,5.44791982,5.159616374
327,4.607666048,0.159734243,4.920739412,4.294592684,4.715405158,4.499926938
328,4.122008299,0.32578926,4.760543516,3.483473082,4.341749816,3.902266782
329,3.046886723,0.322446307,3.678869872,2.414903575,3.264373452,2.829399994
330,2.607191004,0.161568426,2.923859301,2.290522707,2.716167252,2.498214756
331,4.140769315,0.318327419,4.764679592,3.516859038,4.355477897,3.926060734
332,1.921406353,0.220929848,2.354420897,1.488391808,2.07042127,1.772391435
333,0.876571906,0.368063698,1.597963499,0.155180313,1.124827098,0.628316714
334,1.599904281,0.384284739,2.353088528,0.846720033,1.859100398,1.340708163
335,0.616249355,0.30758172,1.219098449,0.013400261,0.823710073,0.408788637
336,1.901224197,0.319473022,2.527379814,1.27506858,2.116705476,1.685742918
337,1.195509522,0.308307318,1.799780762,0.591238282,1.403459648,0.987559396
338,0.740623037,0.213102499,1.158296261,0.322949813,0.884358489,0.596887585
339,0.598965652,0.220507466,1.031152343,0.166778961,0.747695677,0.450235627
340,2.580184969,0.145257285,2.864884016,2.295485923,2.678159519,2.48221042
341,2.774291308,0.294251511,3.351013671,2.197568944,2.972760936,2.57582168
342,1.497151201,0.383916671,2.24961405,0.744688353,1.756099061,1.238203342
343,1.189085155,0.359120681,1.892948756,0.485221555,1.431308374,0.946861937
344,0.207721964,0.152212318,0.506052625,-0.090608697,0.310387612,0.105056315
345,0.724338857,0.323336917,1.358067569,0.090610144,0.942426293,0.50625142
346,0,0,0,0,0,0
347,0,0,0,0,0,0
348,0.226894195,0.148825701,0.51858721,-0.064798819,0.327275605,0.126512785
349,0.498772233,0.319844997,1.125656908,-0.128112442,0.714504405,0.283040061
350,0.322111957,0.191963635,0.698353768,-0.054129855,0.451589461,0.192634452
351,1.190928192,0.222127822,1.626290723,0.755565661,1.340751131,1.041105253
352,0.908063727,0.192396739,1.285154406,0.530973048,1.037833356,0.778294099
353,0.902273092,0.282578521,1.456116816,0.348429367,1.092869408,0.711676775
354,1.225904255,0.39064384,1.991552112,0.460256398,1.489389521,0.962418989
355,1.134323357,0.401919397,1.922070899,0.346575814,1.40541387,0.863232843
356,1.930662006,0.214838705,2.35173813,1.509585881,2.07556851,1.785755501
357,1.809929635,0.215397782,2.232101531,1.387757739,1.955213231,1.664646038
358,1.208221542,0.309071449,1.813990451,0.602452632,1.416687067,0.999756017
359,1.79834702,0.309938808,2.405815922,1.190878118,2.007397569,1.58929647
360,5.60478896,0.273334089,6.14051393,5.06906399,5.789150001,5.420427919
361,5.482430124,0.365694928,6.199179013,4.765681235,5.729087605,5.235772643
362,3.776058063,0.352856168,4.467643445,3.084472682,4.014055932,3.538060195
363,1.370749445,0.274815186,1.909377312,0.832121578,1.556109471,1.185389419
364,1.952826226,0.203152987,2.350998764,1.554653687,2.089850833,1.815801618
365,1.645873046,0.319113248,2.271323519,1.020422572,1.861111661,1.43063443
366,0.296505175,0.195336326,0.679357338,-0.086346988,0.428257524,0.164752825
367,1.079046577,0.413001702,1.888515039,0.269578115,1.357611992,0.800481162
368,1.449571686,0.383924562,2.20205,0.697093373,1.708524868,1.190618505
369,3.921427038,0.355016575,4.617246738,3.225607337,4.160882078,3.681971997
370,3.719729067,0.424711498,4.552148307,2.887309827,4.006192619,3.433265514
371,4.070611332,0.211682953,4.485502296,3.655720367,4.213389314,3.927833349
372,2.736673371,0.201471652,3.131550554,2.341796189,2.872563936,2.600782807
