,pred,sd,CI95up,CI95low,CI50up,CI50low
1,0,0,0,0,0,0
2,0.588730167,0.316021811,1.208121536,-0.030661202,0.80188364,0.375576694
3,1.754827247,0.325345925,2.392493543,1.11716095,1.974269739,1.535384755
4,1.078528841,0.432515393,1.926243433,0.230814248,1.37025604,0.786801641
5,1.7507997,0.304208573,2.347037546,1.154561854,1.955985265,1.545614136
6,0.499997297,0.228235573,0.9473308,0.052663795,0.653939852,0.346054743
7,0.853804637,0.376309606,1.591357913,0.116251362,1.10762161,0.599987665
8,1.00686845,0.345872782,1.684766646,0.328970255,1.240156097,0.773580804
9,1.89186905,0.206773712,2.297138078,1.486600023,2.031335799,1.752402301
10,0.63046413,0.216725739,1.055238772,0.205689488,0.776643419,0.484284841
11,2.026325927,0.184120327,2.387195136,1.665456718,2.1505132,1.902138654
12,1.052028513,0.361052162,1.759677747,0.344379278,1.295554495,0.80850253
13,1.405098166,0.360768628,2.112191683,0.69800465,1.648432908,1.161763425
14,0.366502139,0.188427405,0.735813066,-0.002808789,0.493594492,0.239409786
15,0.625568892,0.233447013,1.08311663,0.168021154,0.783026509,0.468111274
16,1.533248261,0.356862424,2.232685759,0.833810764,1.773948308,1.292548214
17,1.844387082,0.315241671,2.462249404,1.22652476,2.057014358,1.631759806
18,2.187074357,0.150701792,2.482444441,1.891704273,2.288721171,2.085427543
19,3.437428527,0.339214787,4.102277292,2.772579761,3.666225424,3.20863163
20,2.769237048,0.201375497,3.16392577,2.374548325,2.905062757,2.633411339
21,3.21595389,0.296932399,3.797930697,2.633977083,3.416231749,3.015676031
22,2.593181982,0.153682525,2.894394195,2.291969769,2.69683927,2.489524695
23,1.420833369,0.344606586,2.096249866,0.745416872,1.653266979,1.188399759
24,1.700863673,0.29687227,2.282722631,1.119004715,1.901100976,1.500626369
25,2.868502216,0.222976297,3.305527727,2.431476705,3.018897443,2.71810699
26,4.288979736,0.206202171,4.693128565,3.884830907,4.428060987,4.149898485
27,2.899019559,0.223320065,3.336718843,2.461320276,3.049646654,2.748392465
28,3.104752039,0.217922004,3.531871318,2.677632759,3.251738197,2.957765881
29,3.820883604,0.161025693,4.136488163,3.505279045,3.929493784,3.712273425
30,4.607371184,0.14378352,4.889181705,4.325560663,4.704351695,4.510390673
31,5.119270179,0.190222195,5.492098831,4.746441528,5.2475731,4.990967259
32,4.310720105,0.214592118,4.731312927,3.890127282,4.455460289,4.165979921
33,3.037114101,0.229410094,3.486749623,2.587478579,3.191848858,2.882379344
34,3.354500925,0.280462977,3.90419826,2.804803591,3.543670329,3.165331522
35,2.630885242,0.149706521,2.924304632,2.337465851,2.731860756,2.529909727
36,1.998392173,0.184448031,2.359903671,1.636880675,2.122800479,1.873983866
37,1.809679275,0.217132792,2.235251726,1.384106823,1.956133117,1.663225432
38,1.962308851,0.316671293,2.582973181,1.341644521,2.175900393,1.74871731
39,1.899560688,0.219806673,2.330373852,1.468747525,2.047818036,1.75130334
40,2.001390159,0.196854187,2.387217276,1.615563042,2.13416629,1.868614027
41,2.774334451,0.181511393,3.130090245,2.418578658,2.896762025,2.651906877
42,1.902618046,0.210543359,2.315275447,1.489960644,2.044627384,1.760608708
43,2.179445477,0.142742048,2.459214749,1.899676204,2.275723525,2.083167429
