"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-04-25 11:40:00",0,0,0,0,0,0,0,0
"2012-04-25 11:42:00",0,0,6.03,0,0,3.015,6.03,0
"2012-04-25 11:44:00",2.97,2.955,0,5.94,2.985,3.03,0,0
"2012-04-25 11:46:00",2.955,3.015,3.03,2.955,2.97,3.015,6.03,3.045
"2012-04-25 11:48:00",5.925,5.97,3,2.985,5.955,6.045,3.03,3.045
"2012-04-25 11:50:00",8.895,11.94,9.06,11.88,11.91,9.075,9.03,9.135
"2012-04-25 11:52:00",2.955,5.97,6.03,5.94,5.955,6.045,6.03,6.09
"2012-04-25 11:54:00",5.925,5.97,6.03,5.94,5.955,9.06,9.06,3.045
"2012-04-25 11:56:00",2.97,3.015,6.03,2.955,2.985,3.03,3,9.135
"2012-04-25 11:58:00",8.88,8.925,6.03,8.925,8.925,6.045,6.03,0
"2012-04-25 12:00:00",2.97,0,3.03,2.955,5.955,6.045,6.03,6.09
"2012-04-25 12:02:00",2.955,5.97,3,0,0,0,0,3.045
"2012-04-25 12:04:00",0,0,0,2.985,0,0,0,3.045
"2012-04-25 12:06:00",0,0,0,0,0,0,3.03,0
"2012-04-25 12:08:00",0,0,0,0,0,3.015,0,0
"2012-04-25 12:10:00",0,3.015,3.03,2.955,5.955,3.03,3,0
"2012-04-25 12:12:00",5.925,2.955,3,2.985,0,0,3.03,3.045
"2012-04-25 12:14:00",2.97,3.015,3.03,5.94,5.955,6.045,6.03,3.045
"2012-04-25 12:16:00",2.955,5.97,6.03,2.955,5.955,6.045,3,6.09
"2012-04-25 12:18:00",0,0,3,0,0,0,0,0
"2012-04-25 12:20:00",2.97,0,0,2.985,0,6.045,3.03,3.045
"2012-04-25 12:22:00",2.955,2.955,0,0,0,0,0,3.045
"2012-04-25 12:24:00",0,3.015,0,0,5.955,0,0,0
"2012-04-25 12:26:00",0,0,3.03,2.955,0,0,3,0
"2012-04-25 12:28:00",0,0,0,0,0,0,0,3.045
"2012-04-25 12:30:00",0,0,3,0,0,6.045,3.03,0
"2012-04-25 12:32:00",5.925,2.955,0,2.985,0,0,0,3.045
"2012-04-25 12:34:00",0,3.015,0,0,2.985,0,0,0
"2012-04-25 12:36:00",0,0,3.03,2.955,2.97,0,3,0
"2012-04-25 12:38:00",0,0,0,0,0,0,0,0
"2012-04-25 12:40:00",0,0,3,2.985,0,6.045,3.03,3.045
"2012-04-25 12:42:00",2.97,5.97,0,2.955,5.955,0,0,3.045
"2012-04-25 12:44:00",2.955,0,3.03,0,0,0,6.03,0
"2012-04-25 12:46:00",0,0,3,2.985,0,6.045,0,6.09
"2012-04-25 12:48:00",0,5.97,3.03,2.955,5.955,0,3,0
"2012-04-25 12:50:00",5.925,0,0,0,0,3.015,3.03,0
"2012-04-25 12:52:00",0,2.955,3,5.94,2.97,3.03,0,0
"2012-04-25 12:54:00",0,3.015,3.03,0,2.985,3.015,6.03,6.09
"2012-04-25 12:56:00",5.925,0,3,2.985,0,3.03,0,0
"2012-04-25 12:58:00",0,5.97,3.03,2.955,5.955,6.045,6.03,3.045
"2012-04-25 13:00:00",5.925,0,3.03,5.94,5.955,0,3,3.045
"2012-04-25 13:02:00",0,5.97,3,2.985,0,6.045,3.03,6.09
"2012-04-25 13:04:00",5.925,5.97,3.03,2.955,5.955,0,6.03,0
"2012-04-25 13:06:00",0,0,3,5.94,0,6.045,0,6.09
"2012-04-25 13:08:00",5.925,5.97,6.03,0,5.955,6.045,6.03,0
"2012-04-25 13:10:00",0,3.015,3.03,5.94,5.955,3.015,3,0
"2012-04-25 13:12:00",5.925,2.955,6.03,5.94,2.985,6.045,6.03,6.09
"2012-04-25 13:14:00",5.925,5.97,0,5.94,5.955,3.03,3.03,6.09
"2012-04-25 13:16:00",5.925,5.97,6.03,5.94,2.97,6.045,6.03,6.09
"2012-04-25 13:18:00",5.925,5.97,9.06,5.94,8.94,9.06,12.06,6.09
"2012-04-25 13:20:00",5.925,8.985,6.03,8.895,8.925,9.075,6.03,3.045
"2012-04-25 13:22:00",5.925,5.97,9.03,8.925,5.955,6.045,6.03,9.135
"2012-04-25 13:24:00",5.925,5.97,3.03,5.94,5.955,6.045,6.03,6.09
"2012-04-25 13:26:00",5.925,5.97,9.03,5.94,5.955,6.045,6.03,6.09
"2012-04-25 13:28:00",5.925,5.97,6.03,5.94,5.955,6.045,6.03,3.045
"2012-04-25 13:30:00",2.955,5.97,6.03,5.94,5.955,6.045,6.03,6.09
"2012-04-25 13:32:00",2.97,5.97,3.03,2.955,5.955,6.045,6.03,3.045
"2012-04-25 13:34:00",0,0,0,2.985,0,0,3.03,6.09
"2012-04-25 13:36:00",5.925,5.97,6.03,5.94,5.955,6.045,3,0
"2012-04-25 13:38:00",2.955,0,3,2.955,0,6.045,3.03,6.09
"2012-04-25 13:40:00",2.97,5.97,3.03,2.985,5.955,0,3,0
"2012-04-25 13:42:00",2.955,3.015,3,5.94,2.97,6.045,3.03,6.09
"2012-04-25 13:44:00",2.97,2.955,3.03,2.955,2.985,6.045,6.03,6.09
"2012-04-25 13:46:00",5.925,5.97,6.03,2.985,5.955,3.03,3,0
