"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-06-14 23:35:00",0,0,0,0,0,0,0,0
"2012-06-14 23:50:00",0.394,0,0.804,0,0.396,0.404,0.404,0.406
"2012-06-15 00:05:00",0.396,0.796,0,0.394,0.398,0.402,0.4,0.406
"2012-06-15 00:20:00",1.184,1.198,1.208,1.19,1.19,1.21,1.208,0.812
"2012-06-15 00:35:00",0.79,1.19,0.804,0.792,0.794,0.806,0.804,1.218
"2012-06-15 00:50:00",0.79,0.796,1.204,1.186,1.192,1.208,1.204,0.812
"2012-06-15 01:05:00",1.58,1.592,1.208,1.584,1.588,1.612,1.608,1.624
"2012-06-15 01:20:00",1.976,2.388,2.412,2.376,2.382,2.418,2.412,2.436
"2012-06-15 01:35:00",2.764,3.184,2.812,3.168,2.778,3.224,3.216,2.436
"2012-06-15 01:50:00",1.186,1.592,1.608,1.19,1.588,1.21,1.208,1.624
"2012-06-15 02:05:00",1.184,1.198,1.208,1.186,1.192,1.612,1.204,0.812
"2012-06-15 02:20:00",1.58,1.592,1.608,1.584,1.588,1.612,1.608,1.624
"2012-06-15 02:35:00",2.37,3.184,3.216,3.168,3.176,3.224,3.216,2.842
"2012-06-15 02:50:00",2.37,1.986,1.608,1.982,1.984,2.418,2.412,2.03
"2012-06-15 03:05:00",3.16,3.98,3.616,3.96,3.97,4.03,4.02,3.654
"2012-06-15 03:20:00",2.37,2.79,2.816,2.77,2.382,3.224,2.816,2.436
"2012-06-15 03:35:00",2.37,2.388,2.812,2.376,2.382,2.418,2.412,2.03
"2012-06-15 03:50:00",1.186,1.592,1.608,1.584,1.588,1.612,1.608,1.218
"2012-06-15 04:05:00",2.764,2.782,2.412,2.376,2.382,2.418,3.216,2.436
"2012-06-15 04:20:00",2.37,3.586,3.216,3.562,3.176,4.03,3.216,3.248
"2012-06-15 04:35:00",2.766,2.388,2.816,2.774,3.176,2.822,3.216,2.842
"2012-06-15 04:50:00",4.74,5.572,5.224,4.752,4.764,5.238,4.824,4.872
"2012-06-15 05:05:00",3.16,3.184,3.216,3.96,3.176,3.224,3.216,2.842
"2012-06-15 05:20:00",2.37,2.388,2.412,2.376,2.382,2.418,2.412,2.03
"2012-06-15 05:35:00",0.79,1.592,1.608,0.792,1.588,1.612,1.608,1.624
"2012-06-15 05:50:00",0.79,0.796,0.804,1.19,0.794,0.806,0.804,0.812
"2012-06-15 06:05:00",1.974,2.388,2.412,1.978,2.382,2.418,2.412,2.03
"2012-06-15 06:20:00",0.79,0.796,0.804,0.792,0.794,0.806,0.4,0.406
"2012-06-15 06:35:00",0,0,0,0,0,0,0,0
