"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-06-22 13:00:00",0,0,0,0,0,0,0,0
"2012-06-22 13:30:00",0.79,0.398,0.604,0.792,0.397,0.806,0.804,0.609
"2012-06-22 14:00:00",1.777,1.592,1.406,1.584,1.588,1.41,1.608,1.218
"2012-06-22 14:30:00",3.95,3.582,3.016,3.367,3.573,2.821,3.216,2.842
"2012-06-22 15:00:00",2.765,2.388,2.412,2.376,2.581,2.418,2.212,2.233
"2012-06-22 15:30:00",3.752,3.184,3.216,3.367,3.176,2.821,3.014,2.842
"2012-06-22 16:00:00",3.752,2.585,2.412,2.772,2.581,2.418,2.614,2.233
"2012-06-22 16:30:00",2.567,1.793,1.608,1.584,1.985,1.41,1.808,1.421
"2012-06-22 17:00:00",1.975,1.391,1.206,1.584,1.191,1.008,1.408,1.015
"2012-06-22 17:30:00",2.568,1.395,0.804,1.188,1.588,1.007,1.206,0.812
"2012-06-22 18:00:00",2.567,1.789,1.608,1.584,1.787,1.612,1.81,1.015
"2012-06-22 18:30:00",3.555,2.388,2.01,2.575,2.382,2.015,2.412,2.03
"2012-06-22 19:00:00",1.975,1.592,1.206,1.385,1.588,1.209,1.608,0.812
"2012-06-22 19:30:00",4.542,3.779,3.618,3.96,3.772,3.828,3.818,3.451
"2012-06-22 20:00:00",2.765,2.589,2.412,2.179,2.382,2.015,2.614,2.03
"2012-06-22 20:30:00",5.332,4.776,4.02,4.752,4.764,4.433,4.824,3.654
"2012-06-22 21:00:00",3.752,3.582,3.418,3.763,3.573,3.224,3.618,2.842
"2012-06-22 21:30:00",2.37,1.789,1.608,1.781,1.787,1.612,2.01,1.421
"2012-06-22 22:00:00",1.58,0.997,1.004,0.991,1.191,1.007,1.006,0.812
"2012-06-22 22:30:00",4.74,3.976,4.018,4.157,3.97,4.03,4.22,3.654
"2012-06-22 23:00:00",5.924,5.178,4.626,4.951,4.963,4.232,5.026,4.263
"2012-06-22 23:30:00",3.16,2.585,2.412,2.575,2.581,2.216,2.814,2.233
"2012-06-23 00:00:00",2.172,1.99,2.01,1.98,1.985,1.612,1.608,1.624
"2012-06-23 00:30:00",0.79,0.796,0.804,0.792,0.794,0.806,0.804,0.406
"2012-06-23 01:00:00",0,0,0,0,0,0,0,0
