"","X1","X2","X3","X4","X5","X6","X7","X8"
"2013-07-29 18:00:00",0,0,0,0,0,0,0,0
"2013-07-29 18:02:00",0,0,0,0,0,0,0,0
"2013-07-29 18:04:00",5.955,5.97,9.03,14.865,8.925,5.955,9,3.045
"2013-07-29 18:06:00",8.925,5.97,6.03,5.94,11.91,11.91,5.97,9.135
"2013-07-29 18:08:00",0,5.97,6.03,5.94,5.955,0,5.97,3.045
"2013-07-29 18:10:00",14.88,11.94,15.09,17.82,14.88,14.91,14.88,15.225
"2013-07-29 18:12:00",20.85,26.895,24.12,23.76,23.82,26.775,23.88,24.36
"2013-07-29 18:14:00",11.91,14.895,12.06,11.88,8.94,11.91,5.97,12.18
"2013-07-29 18:16:00",11.91,11.94,15.06,11.88,14.88,8.955,17.91,12.18
"2013-07-29 18:18:00",23.82,20.925,21.12,20.775,20.85,20.82,17.91,18.27
"2013-07-29 18:20:00",8.94,8.925,6.03,2.985,5.955,5.955,2.94,12.18
"2013-07-29 18:22:00",0,5.97,0,2.955,0,5.955,3.03,6.09
"2013-07-29 18:24:00",5.955,0,6.03,5.94,5.955,5.955,5.97,3.045
"2013-07-29 18:26:00",11.91,11.94,12.06,14.865,11.91,8.91,11.94,9.135
"2013-07-29 18:28:00",17.85,11.94,18.09,14.865,14.88,8.955,17.91,12.18
"2013-07-29 18:30:00",14.895,17.91,15.09,17.79,20.85,20.82,11.94,18.27
"2013-07-29 18:32:00",0,5.97,3,0,0,3,0,6.09
"2013-07-29 18:34:00",0,0,0,0,0,0,0,0
"2013-07-29 18:36:00",0,0,0,0,0,0,0,0
"2013-07-29 18:38:00",0,0,0,0,0,0,0,0
"2013-07-29 18:40:00",0,0,0,0,0,0,0,0
