"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-07-06 07:55:00",0,0,0,0,0,0,0,0
"2012-07-06 08:10:00",0.591,1.194,0.6,0.591,0.597,0.603,0.606,1.218
"2012-07-06 08:25:00",3.556,3.578,3.216,3.566,3.572,4.03,3.616,2.842
"2012-07-06 08:40:00",15.8,15.92,15.68,15.048,15.086,15.718,15.276,13.804
"2012-07-06 08:55:00",8.69,8.756,9.244,8.712,8.734,8.866,8.844,8.12
"2012-07-06 09:10:00",4.74,4.776,4.824,4.752,5.16,4.836,4.824,4.872
"2012-07-06 09:25:00",5.53,5.572,5.628,5.544,5.558,5.642,5.628,4.466
"2012-07-06 09:40:00",5.926,5.572,6.032,5.938,6.352,6.044,6.432,5.684
"2012-07-06 09:55:00",9.086,9.544,7.636,8.712,8.336,9.672,8.84,8.12
"2012-07-06 10:10:00",14.22,16.33,17.288,17.03,17.468,15.718,16.484,13.398
"2012-07-06 10:25:00",3.556,3.98,4.02,4.358,3.97,4.03,4.02,3.248
"2012-07-06 10:40:00",3.554,3.98,4.02,4.354,4.764,4.03,4.02,3.654
"2012-07-06 10:55:00",1.58,2.388,1.608,1.584,1.588,1.612,2.412,1.624
"2012-07-06 11:10:00",5.53,5.572,5.628,5.544,5.558,5.642,5.224,4.466
"2012-07-06 11:25:00",3.95,3.184,4.02,3.168,3.572,4.03,3.62,3.248
"2012-07-06 11:40:00",1.58,2.388,2.012,2.376,1.986,2.418,2.412,1.624
"2012-07-06 11:55:00",1.58,1.592,2.008,1.584,2.382,1.612,1.608,1.624
"2012-07-06 12:10:00",3.16,3.184,2.816,3.168,2.778,2.822,3.216,2.436
"2012-07-06 12:25:00",1.185,1.194,1.206,1.188,1.788,1.812,1.806,1.218
"2012-07-06 12:40:00",0,0,0,0,0,0,0,0
