"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-05-07 21:30:00",0,0,0,0,0,0,0,0
"2012-05-07 21:32:00",0,0,0,0,0,0,0,0
"2012-05-07 21:34:00",0,0,0,0,0,0,3,0
"2012-05-07 21:36:00",2.97,5.97,0,0,0,0,0,0
"2012-05-07 21:38:00",0,0,3.03,5.94,0,6.045,3.03,0
"2012-05-07 21:40:00",2.955,0,0,0,5.97,0,0,3.045
"2012-05-07 21:42:00",0,0,3,0,0,0,3,3.045
"2012-05-07 21:44:00",2.97,5.97,0,5.94,0,6.045,0,0
"2012-05-07 21:46:00",2.955,0,3.03,0,5.97,0,3.03,3.045
"2012-05-07 21:48:00",0,2.955,3,2.955,0,0,3,3.045
"2012-05-07 21:50:00",2.97,3.015,0,2.985,0,6.045,0,0
"2012-05-07 21:52:00",2.955,0,0,0,0,0,3.03,3.045
"2012-05-07 21:54:00",0,0,3.03,0,5.97,0,0,3.045
"2012-05-07 21:56:00",0,0,0,0,0,0,0,0
"2012-05-07 21:58:00",2.97,5.97,3,2.955,0,0,3,0
"2012-05-07 22:00:00",0,0,0,2.985,0,6.045,0,0
"2012-05-07 22:02:00",0,0,3.03,0,2.985,0,3.03,3.045
"2012-05-07 22:04:00",2.955,0,0,0,2.985,0,0,3.045
"2012-05-07 22:06:00",2.97,5.97,3,5.94,0,0,3,0
"2012-05-07 22:08:00",0,0,0,0,0,6.045,3.03,0
"2012-05-07 22:10:00",2.955,0,3.03,0,5.97,0,0,6.09
"2012-05-07 22:12:00",0,5.97,3,5.94,0,0,3,0
"2012-05-07 22:14:00",2.97,0,0,0,2.985,6.045,3.03,0
"2012-05-07 22:16:00",2.955,0,3.03,2.955,2.985,0,0,6.09
"2012-05-07 22:18:00",2.97,5.97,3,2.985,0,6.045,3,0
"2012-05-07 22:20:00",0,0,3.03,0,5.97,0,3.03,3.045
"2012-05-07 22:22:00",2.955,5.97,3,5.94,0,6.045,3,3.045
"2012-05-07 22:24:00",2.97,0,3.03,5.94,5.97,0,3.03,6.09
"2012-05-07 22:26:00",5.925,5.97,3,0,2.985,6.045,6.03,0
"2012-05-07 22:28:00",0,2.955,3.03,5.94,2.985,0,0,6.09
"2012-05-07 22:30:00",2.955,3.015,3,0,0,6.045,3,0
"2012-05-07 22:32:00",2.97,2.955,3.03,5.94,5.97,0,3.03,6.09
"2012-05-07 22:34:00",2.955,3.015,3,0,2.985,6.045,6.03,3.045
"2012-05-07 22:36:00",2.97,2.955,3.03,5.94,2.985,0,0,3.045
"2012-05-07 22:38:00",5.925,3.015,3,0,5.97,6.045,6.03,3.045
"2012-05-07 22:40:00",2.955,5.97,3.03,5.94,0,6.045,3,3.045
"2012-05-07 22:42:00",2.97,0,3,2.985,5.97,0,3.03,3.045
"2012-05-07 22:44:00",5.925,5.97,3.03,2.955,0,6.045,3,6.09
"2012-05-07 22:46:00",0,2.955,3,2.985,5.97,0,3.03,3.045
"2012-05-07 22:48:00",5.925,3.015,3.03,2.955,0,6.045,6.03,3.045
"2012-05-07 22:50:00",2.955,5.97,6.03,5.94,5.97,6.045,0,6.09
"2012-05-07 22:52:00",2.97,2.955,6.03,5.94,5.97,0,6.03,3.045
"2012-05-07 22:54:00",5.925,3.015,3,0,2.985,6.045,6.03,3.045
"2012-05-07 22:56:00",2.955,5.97,3.03,5.94,2.985,6.045,0,6.09
"2012-05-07 22:58:00",2.97,5.97,3,5.94,5.97,0,6.03,3.045
"2012-05-07 23:00:00",2.955,0,3.03,0,0,6.045,3,3.045
"2012-05-07 23:02:00",2.97,3.015,3,5.94,5.97,0,3.03,0
"2012-05-07 23:04:00",2.955,2.955,6.03,2.985,5.97,6.045,6.03,6.09
"2012-05-07 23:06:00",2.97,5.97,3.03,2.955,0,6.045,3,6.09
"2012-05-07 23:08:00",5.925,5.97,3,5.94,5.97,0,3.03,0
"2012-05-07 23:10:00",2.955,0,3.03,2.985,2.985,6.045,6.03,6.09
"2012-05-07 23:12:00",2.97,5.97,6.03,2.955,2.985,0,0,6.09
"2012-05-07 23:14:00",2.955,3.015,3,2.985,2.985,6.045,6.03,0
"2012-05-07 23:16:00",2.97,2.955,3.03,2.955,2.985,6.045,0,6.09
"2012-05-07 23:18:00",5.925,5.97,3,5.94,5.97,0,6.03,6.09
"2012-05-07 23:20:00",5.925,3.015,3.03,0,0,6.045,0,0
"2012-05-07 23:22:00",0,2.955,3,5.94,2.985,0,6.03,6.09
"2012-05-07 23:24:00",5.925,3.015,0,0,2.985,6.045,0,0
"2012-05-07 23:26:00",0,2.955,6.03,5.94,5.97,3.015,6.03,6.09
"2012-05-07 23:28:00",5.925,5.97,6.03,5.94,2.985,3.03,6.03,6.09
"2012-05-07 23:30:00",5.925,3.015,3.03,0,2.985,6.045,0,0
"2012-05-07 23:32:00",0,2.955,3,5.94,2.985,0,6.03,6.09
"2012-05-07 23:34:00",5.925,3.015,3.03,2.985,8.955,6.045,6.03,3.045
"2012-05-07 23:36:00",5.925,5.91,9.03,8.895,5.97,12.09,6.03,6.09
"2012-05-07 23:38:00",5.925,8.985,9.06,8.925,5.97,6.045,12.06,9.135
"2012-05-07 23:40:00",5.925,5.97,6.03,2.955,5.97,6.045,0,3.045
"2012-05-07 23:42:00",5.925,5.97,3,2.985,2.985,0,6.03,3.045
"2012-05-07 23:44:00",0,5.97,0,2.955,2.985,6.045,0,6.09
"2012-05-07 23:46:00",5.925,0,6.03,5.94,2.985,0,6.03,3.045
"2012-05-07 23:48:00",0,5.97,3.03,2.985,2.985,6.045,0,3.045
"2012-05-07 23:50:00",5.925,0,3,2.955,2.985,0,6.03,3.045
"2012-05-07 23:52:00",2.97,5.97,3.03,2.985,2.985,6.045,0,3.045
