"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-04-12 16:50:00",0,0,0,0,0,0,0,0
"2012-04-12 17:05:00",4.74,4.776,3.018,3.564,3.573,5.442,3.618,6.09
"2012-04-12 17:20:00",6.714,7.566,8.44,8.318,7.94,8.06,8.04,7.714
"2012-04-12 17:35:00",4.346,3.98,3.216,3.562,3.97,4.03,3.62,3.248
"2012-04-12 17:50:00",3.95,3.586,4.02,3.96,3.97,3.628,4.02,3.654
"2012-04-12 18:05:00",2.37,2.388,2.816,2.376,2.382,2.82,3.216,2.842
"2012-04-12 18:20:00",0.79,0.796,1.204,1.19,1.588,0.806,0.804,0.406
"2012-04-12 18:35:00",0.79,0.402,0.804,1.186,0.396,0.404,0.804,0.406
"2012-04-12 18:50:00",0.79,0.796,0,0.398,0.398,0.806,0,0
"2012-04-12 19:05:00",0,0,1.206,0.591,1.191,0,1.206,0.609
"2012-04-12 19:20:00",0,0,0,0,0,0,0,0
