"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-07-06 15:05:00",0,0,0,0,0,0,0,0
"2012-07-06 15:10:00",0,0,0,0,1.194,0,0,0
"2012-07-06 15:15:00",2.37,0,1.2,1.194,0,0,0,0
"2012-07-06 15:20:00",0,0,1.212,0,0,0,1.2,1.218
"2012-07-06 15:25:00",2.37,4.776,1.2,3.558,2.382,4.836,3.624,2.436
"2012-07-06 15:30:00",4.74,4.776,7.236,5.946,7.146,7.254,7.236,6.09
"2012-07-06 15:35:00",2.37,4.776,3.624,3.558,4.764,2.418,3.612,2.436
"2012-07-06 15:40:00",4.74,4.776,4.824,4.752,4.764,4.836,4.824,4.872
"2012-07-06 15:45:00",4.74,4.776,2.412,3.57,3.57,4.836,4.824,4.872
"2012-07-06 15:50:00",5.928,7.164,7.236,7.128,7.146,8.46,7.236,7.308
"2012-07-06 15:55:00",4.74,4.776,4.824,5.934,5.958,6.048,6.036,4.872
"2012-07-06 16:00:00",1.182,2.388,2.412,2.376,2.382,2.418,2.412,1.218
"2012-07-06 16:05:00",2.37,2.388,2.412,2.376,2.382,2.418,2.412,2.436
"2012-07-06 16:10:00",3.558,2.388,2.412,2.376,3.57,2.418,3.612,3.654
"2012-07-06 16:15:00",3.552,4.776,4.824,4.752,4.764,7.254,4.824,3.654
"2012-07-06 16:20:00",7.11,7.164,6.024,7.128,7.146,4.836,6.036,7.308
"2012-07-06 16:25:00",4.74,4.776,3.624,2.376,3.576,4.836,4.824,2.436
"2012-07-06 16:30:00",1.188,2.388,2.412,2.376,2.382,2.418,2.412,2.436
"2012-07-06 16:35:00",5.922,4.776,4.824,5.934,5.952,7.254,6.024,4.872
"2012-07-06 16:40:00",3.558,4.776,4.824,4.752,4.764,4.836,4.824,4.872
"2012-07-06 16:45:00",4.74,4.776,4.824,4.752,4.764,4.836,4.824,4.872
"2012-07-06 16:50:00",3.552,4.776,4.824,5.946,4.764,4.836,4.824,4.872
"2012-07-06 16:55:00",2.37,2.388,1.2,2.376,2.382,2.418,2.412,2.436
"2012-07-06 17:00:00",4.74,4.776,3.624,3.558,4.764,4.836,4.824,3.654
"2012-07-06 17:05:00",3.558,4.776,4.824,3.57,3.576,2.418,3.624,3.654
"2012-07-06 17:10:00",2.37,2.388,2.412,2.376,3.57,3.63,2.412,2.436
"2012-07-06 17:15:00",1.182,2.388,2.412,2.376,1.194,1.206,2.412,1.218
"2012-07-06 17:20:00",2.37,0,1.2,2.376,1.188,2.418,1.2,2.436
"2012-07-06 17:25:00",1.188,2.388,1.212,0,2.382,2.418,1.212,1.218
"2012-07-06 17:30:00",3.552,2.388,3.612,4.752,2.382,2.418,3.612,3.654
"2012-07-06 17:35:00",4.74,5.958,3.624,4.752,4.764,7.254,6.036,4.872
"2012-07-06 17:40:00",4.74,5.982,7.236,4.752,7.146,4.836,6.024,4.872
"2012-07-06 17:45:00",5.928,5.958,4.824,4.752,4.764,7.254,4.824,4.872
"2012-07-06 17:50:00",3.552,5.982,4.824,5.946,4.764,4.836,6.036,4.872
"2012-07-06 17:55:00",3.558,2.388,2.412,3.558,3.57,2.418,2.412,2.436
"2012-07-06 18:00:00",1.182,2.388,2.412,1.194,2.382,1.212,2.412,2.436
"2012-07-06 18:05:00",0,0,1.2,1.182,1.194,1.206,0,0
"2012-07-06 18:10:00",1.188,0,1.212,0,0,0,0,0
"2012-07-06 18:15:00",0,0,0,0,0,0,1.2,0
"2012-07-06 18:20:00",0,0,0,0,0,0,0,0
