"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-07-05 19:00:00",0,0,0,0,0,0,0,0
"2012-07-05 19:02:00",0,0,0,0,0,0,0,0
"2012-07-05 19:04:00",23.7,23.88,6.03,17.79,14.88,21.15,15.06,18.27
"2012-07-05 19:06:00",5.925,11.94,12.06,14.865,20.85,9.075,15.09,6.09
"2012-07-05 19:08:00",0,0,6.03,5.94,0,0,0,0
"2012-07-05 19:10:00",0,3.015,0,0,0,0,0,0
"2012-07-05 19:12:00",0,0,0,0,0,0,0,0
"2012-07-05 19:14:00",0,0,0,0,2.985,0,0,0
"2012-07-05 19:16:00",2.955,0,0,0,0,3.015,0,0
"2012-07-05 19:18:00",2.97,2.955,0,0,2.97,3.03,0,3.045
"2012-07-05 19:20:00",0,0,0,0,0,0,0,3.045
"2012-07-05 19:22:00",0,3.015,6.03,5.94,0,0,6.03,0
"2012-07-05 19:24:00",5.925,2.955,0,0,2.985,6.045,0,0
"2012-07-05 19:26:00",11.85,8.925,6.03,8.895,5.94,9.06,12.06,15.225
"2012-07-05 19:28:00",5.925,8.985,6.03,8.925,8.94,6.045,6.03,9.135
"2012-07-05 19:30:00",32.595,26.835,21.09,23.73,23.82,30.225,27.12,27.405
"2012-07-05 19:32:00",17.775,26.895,30.15,32.685,29.775,27.21,27.15,24.36
"2012-07-05 19:34:00",8.88,11.94,12.09,11.88,11.91,12.09,12.06,6.09
"2012-07-05 19:36:00",8.895,5.97,9.03,5.94,11.91,9.06,12.06,15.225
"2012-07-05 19:38:00",14.805,14.895,15.09,17.82,11.91,15.12,12.06,12.18
"2012-07-05 19:40:00",8.895,14.955,15.06,8.925,11.91,12.09,12.06,12.18
"2012-07-05 19:42:00",2.955,3.015,9.06,5.94,5.955,6.045,9.06,3.045
"2012-07-05 19:44:00",2.97,2.955,0,2.955,5.955,0,3,3.045
"2012-07-05 19:46:00",8.88,5.97,6.03,5.94,0,9.06,6.03,9.135
"2012-07-05 19:48:00",5.925,11.94,15.06,11.88,17.865,15.12,12.06,12.18
"2012-07-05 19:50:00",2.97,3.015,6.03,5.94,0,0,3.03,0
"2012-07-05 19:52:00",2.955,2.955,3.03,2.985,5.955,6.045,3,6.09
"2012-07-05 19:54:00",2.97,5.97,6.03,2.955,5.955,6.045,6.03,3.045
"2012-07-05 19:56:00",2.955,0,3,5.94,0,0,3.03,3.045
"2012-07-05 19:58:00",0,0,0,0,0,0,0,0
"2012-07-05 20:00:00",0,0,0,0,0,0,0,0
"2012-07-05 20:02:00",0,0,0,0,0,0,0,0
"2012-07-05 20:04:00",0,0,0,0,0,0,0,0
