"","X1","X2","X3","X4","X5","X6","X7","X8"
"2012-07-06 15:06:00",0,0,0,0,0,0,0,0
"2012-07-06 15:08:00",0,0,0,0,0,0,0,0
"2012-07-06 15:10:00",0,0,0,0,2.985,0,0,0
"2012-07-06 15:12:00",2.955,0,0,0,0,0,0,0
"2012-07-06 15:14:00",2.97,0,3,0,0,0,0,0
"2012-07-06 15:16:00",0,0,0,2.985,0,0,3,0
"2012-07-06 15:18:00",0,0,0,0,0,0,0,0
"2012-07-06 15:20:00",0,0,3.03,0,0,0,0,3.045
"2012-07-06 15:22:00",0,5.97,0,2.955,0,6.045,3.03,0
"2012-07-06 15:24:00",0,0,0,0,2.97,0,0,3.045
"2012-07-06 15:26:00",8.895,5.97,9.03,8.925,8.94,9.06,9.03,6.09
"2012-07-06 15:28:00",8.88,11.94,9.06,8.895,8.925,9.075,12.06,9.135
"2012-07-06 15:30:00",0,0,3,2.985,2.985,6.045,3.03,3.045
"2012-07-06 15:32:00",5.925,5.97,3.03,2.955,2.97,0,3,3.045
"2012-07-06 15:34:00",0,5.97,6.03,5.94,5.955,6.045,6.03,3.045
"2012-07-06 15:36:00",5.925,0,0,0,2.985,0,3.03,3.045
"2012-07-06 15:38:00",2.97,5.97,6.03,5.94,2.97,6.045,3,3.045
"2012-07-06 15:40:00",2.955,5.97,6.03,5.94,8.94,6.045,6.03,6.09
"2012-07-06 15:42:00",5.925,5.97,0,2.985,2.97,6.045,6.03,6.09
"2012-07-06 15:44:00",0,0,3,2.955,2.985,3.015,0,0
"2012-07-06 15:46:00",8.895,5.97,9.06,5.94,5.955,9.075,9.06,6.09
"2012-07-06 15:48:00",5.925,11.94,6.03,8.925,8.925,6.045,9.03,12.18
"2012-07-06 15:50:00",5.925,5.97,6.03,5.94,5.955,9.06,6.03,6.09
"2012-07-06 15:52:00",2.955,5.97,6.03,5.94,5.955,3.03,6.03,3.045
"2012-07-06 15:54:00",5.925,5.97,6.03,2.955,5.955,12.09,6.03,6.09
"2012-07-06 15:56:00",5.925,0,3,5.94,5.955,0,6.03,3.045
"2012-07-06 15:58:00",0,5.97,3.03,2.985,2.985,3.03,0,3.045
"2012-07-06 16:00:00",0,0,0,2.955,0,3.015,3.03,0
"2012-07-06 16:02:00",2.97,0,3,0,2.97,0,0,3.045
"2012-07-06 16:04:00",2.955,5.97,3.03,2.985,2.985,6.045,6.03,3.045
"2012-07-06 16:06:00",2.97,0,3,2.955,2.97,0,0,3.045
"2012-07-06 16:08:00",2.955,5.97,3.03,2.985,2.985,6.045,6.03,3.045
"2012-07-06 16:10:00",2.97,0,0,2.955,2.97,0,3,3.045
"2012-07-06 16:12:00",2.955,5.97,6.03,5.94,2.985,6.045,3.03,3.045
